,Body type,Kilometers driven,Transmission type,Number of Owners,Car model,Year of manufacture,price,Fuel Type,Insurance Validity,Seats,Engine,Mileage,Color,Turbo Charger,Super Charger,Steering Type,Top Speed,No of doors,Cargo Volumn,City
4775,Sedan,77000,Automatic,1,BMW 5 Series,2018,4050000.0,Diesel,Third Party insurance,5.0,1995.0,20.37,Blue,Twin,No,Power,235.0,4,520,hyderabad
4776,SUV,71000,Automatic,1,BMW X5,2016,3875000.0,Diesel,Third Party insurance,5.0,2993.0,15.97,Black,Yes,No,Power,230.0,5,650,hyderabad
4777,Sedan,88471,Manual,3,Honda City,2012,417000.0,Petrol,Third Party,5.0,1497.0,16.8,Silver,No,No,Power,170.0,4,506,hyderabad
4778,Hatchback,88479,Manual,1,Hyundai Grand i10,2018,532000.0,Diesel,Third Party,5.0,1186.0,24.0,Silver,No,No,Power,151.63,5,256,hyderabad
4779,MUV,39000,Manual,1,Maruti XL6,2020,1150000.0,Petrol,Third Party insurance,6.0,1462.0,19.01,Blue,No,No,Power,170.0,5,209,hyderabad
4780,Sedan,50003,Automatic,1,Volkswagen Vento,2018,944000.0,Diesel,Comprehensive,5.0,1498.0,22.15,Blue,Yes,No,Power,180.0,4,494,hyderabad
4781,Hatchback,82163,Manual,1,Hyundai Grand i10,2017,501000.0,Petrol,Comprehensive,5.0,1197.0,18.9,Others,No,No,Power,165.0,5,256,hyderabad
4782,Hatchback,40000,Manual,1,Maruti Baleno,2022,850000.0,Petrol,Third Party insurance,5.0,1197.0,22.35,White,No,No,Electric,170.0,5,318,hyderabad
4783,Hatchback,108560,Manual,1,Maruti Swift,2016,472000.0,Petrol,Third Party insurance,5.0,1197.0,22.38,Others,No,No,Electric,170.0,5,268,hyderabad
4784,SUV,70000,Manual,1,Mahindra XUV500,2014,860000.0,Diesel,Third Party insurance,7.0,2179.0,15.1,Black,Yes,No,Power,175.0,5,9544,hyderabad
4785,Hatchback,28292,Manual,1,Datsun RediGO,2021,469000.00000000006,Petrol,Third Party,5.0,999.0,21.7,Brown,No,No,Power,170.0,5,222,hyderabad
4786,Hatchback,117467,Manual,1,Maruti Alto 800,2017,289000.0,Petrol,Comprehensive,5.0,796.0,24.7,Silver,No,No,Power,140.0,5,177,hyderabad
4787,Hatchback,65000,Manual,1,Maruti Baleno,2019,690000.0,Petrol,Third Party insurance,5.0,1197.0,21.4,Maroon,No,No,Power,180.0,5,339,hyderabad
4788,Hatchback,60541,Manual,1,Hyundai i10,2012,321000.0,Petrol,Third Party,5.0,1197.0,20.36,Red,No,No,Power,170.0,4,9544,hyderabad
4789,SUV,60000,Manual,1,Ford Ecosport,2015,575000.0,Petrol,Third Party insurance,5.0,999.0,18.88,Silver,Yes,No,Power,190.0,5,346,hyderabad
4790,Sedan,76355,Manual,1,Honda City,2019,890000.0,Petrol,Third Party insurance,5.0,1497.0,17.4,White,No,No,Power,189.0,4,510,hyderabad
4791,Hatchback,60000,Automatic,1,Maruti S-Presso,2021,525000.0,Petrol,Third Party insurance,5.0,998.0,21.7,Others,No,No,Power,170.0,5,9544,hyderabad
4792,SUV,50000,Manual,1,Nissan Terrano,2019,900000.0,Diesel,Third Party insurance,5.0,1461.0,19.87,Others,Yes,No,Power,156.0,5,475,hyderabad
4793,SUV,96000,Manual,1,MG Hector,2019,1650000.0,Diesel,Third Party insurance,5.0,1956.0,17.41,Silver,Yes,No,Power,170.0,5,587,hyderabad
4794,SUV,63000,Manual,1,Mahindra XUV300,2020,1120000.0,Diesel,Third Party insurance,5.0,1497.0,20.0,Red,Yes,No,Power,175.0,5,259,hyderabad
4795,Hatchback,40000,Manual,1,Hyundai Grand i10 Nios,2020,599000.0,Petrol,Third Party insurance,5.0,1197.0,20.7,Blue,No,No,Electric,170.0,5,9544,hyderabad
4796,SUV,30000,Manual,1,Hyundai Venue,2021,1020000.0,Petrol,Third Party insurance,5.0,998.0,18.0,Others,Yes,No,Electric,170.0,5,350,hyderabad
4797,Sedan,101543,Manual,1,Maruti Swift Dzire,2014,443000.0,Petrol,Comprehensive,5.0,1197.0,22.41,Silver,No,No,Electric,170.0,4,378,hyderabad
4798,Hatchback,66424,Manual,1,Maruti Baleno,2016,644000.0,Petrol,Comprehensive,5.0,1197.0,21.4,Blue,No,No,Power,180.0,5,339,hyderabad
4799,SUV,120000,Manual,1,Maruti SX4 S Cross,2020,750000.0,Petrol,Third Party insurance,5.0,1462.0,18.55,Others,No,No,Power,170.0,5,375,hyderabad
4800,Hatchback,33433,Manual,1,Tata Tiago,2018,519000.00000000006,Petrol,Third Party insurance,5.0,1199.0,23.84,Orange,No,No,Power,150.0,5,242,hyderabad
4801,Hatchback,72169,Manual,1,Hyundai i20,2016,695000.0,Diesel,Third Party insurance,5.0,1396.0,22.54,Red,Yes,No,Power,180.0,5,295,hyderabad
4802,Sedan,48175,Automatic,1,Honda City,2018,981000.0,Petrol,Third Party,5.0,1497.0,18.0,Brown,No,No,Power,195.0,4,510,hyderabad
4803,Hatchback,73452,Manual,1,Maruti Celerio,2014,425000.0,Petrol,Third Party insurance,5.0,998.0,23.1,Yellow,No,No,Power,150.0,5,235,hyderabad
4804,SUV,54807,Automatic,1,MG Hector,2020,1537000.0,Petrol,Third Party,5.0,1451.0,13.96,White,Yes,No,Power,170.0,5,587,hyderabad
4805,Hatchback,47118,Manual,1,Maruti Alto 800,2017,323000.0,Petrol,Comprehensive,5.0,796.0,22.05,Blue,No,No,Power,170.0,5,9544,hyderabad
4806,SUV,100000,Manual,1,Tata Nexon,2017,700000.0,Petrol,Third Party insurance,5.0,1198.0,17.0,Gray,Yes,No,Power,154.19,5,350,hyderabad
4807,SUV,41192,Manual,1,Nissan Magnite,2021,809000.0,Petrol,Zero Dep,5.0,999.0,18.75,White,No,No,Electric,170.0,5,336,hyderabad
4808,SUV,70000,Manual,1,Tata Harrier,2019,1785000.0000000002,Diesel,Third Party insurance,5.0,1956.0,17.0,Others,Yes,No,Power,170.0,4,425,hyderabad
4809,SUV,105264,Automatic,1,Ford Endeavour,2016,2650000.0,Diesel,Third Party insurance,7.0,3198.0,10.91,Red,Yes,No,Power,160.2,5,9544,hyderabad
4810,SUV,70000,Automatic,1,Honda CR-V,2012,1195000.0,Petrol,Third Party insurance,5.0,2354.0,11.1,Brown,No,No,Power,170.0,5,9544,hyderabad
4811,SUV,50380,Automatic,1,Land Rover Range Rover Evoque,2017,4800000.0,Diesel,Third Party insurance,5.0,1999.0,15.68,Red,Yes,No,Power,195.0,5,575,hyderabad
4812,Sedan,80000,Manual,2,Tata Manza,2010,245000.00000000003,Diesel,Third Party insurance,5.0,1248.0,19.0,White,No,No,Power,170.0,5,9544,hyderabad
4813,Hatchback,51000,Manual,1,Maruti Celerio,2016,425000.0,Petrol,Third Party,5.0,998.0,23.1,Grey,No,No,Power,150.0,5,235,hyderabad
4814,Hatchback,31846,Manual,1,Renault KWID,2017,385000.0,Petrol,Third Party insurance,5.0,999.0,23.01,Silver,No,No,Power,155.8,5,300,hyderabad
4815,Hatchback,63000,Manual,1,Hyundai Grand i10,2015,545000.0,Diesel,Third Party insurance,5.0,1120.0,24.0,Maroon,No,No,Power,157.0,5,256,hyderabad
4816,Hatchback,114676,Manual,2,Hyundai i20,2015,588000.0,Diesel,Comprehensive,5.0,1396.0,22.54,White,Yes,No,Power,180.0,5,295,hyderabad
4817,Hatchback,82662,Manual,1,Hyundai i20,2019,747000.0,Diesel,Third Party insurance,5.0,1396.0,22.54,Silver,Yes,No,Power,180.0,5,285,hyderabad
4818,Hatchback,50000,Manual,2,Maruti Alto K10,2014,280000.0,Petrol,Third Party insurance,5.0,998.0,23.95,Others,No,No,Power,145.0,5,177,hyderabad
4819,MUV,66518,Manual,1,Renault Triber,2019,633000.0,Petrol,Third Party,7.0,999.0,20.0,Silver,No,No,Electric,170.0,5,84,hyderabad
4820,Sedan,57927,Manual,1,Honda City,2017,814000.0,Petrol,Comprehensive,5.0,1497.0,17.8,Silver,No,No,Power,195.0,4,510,hyderabad
4821,Sedan,40000,Manual,1,Maruti Ciaz,2019,900000.0,Petrol,Third Party insurance,5.0,1462.0,21.56,Others,No,No,Power,170.0,4,510,hyderabad
4822,Hatchback,16115,Manual,1,Tata Tiago,2021,605000.0,Petrol,Comprehensive,5.0,1199.0,19.01,Others,No,No,Electric,170.0,5,9544,hyderabad
4823,Hatchback,50829,Manual,2,Hyundai i10,2009,270000.0,Petrol,Not Available,5.0,1197.0,20.36,Red,No,No,Power,170.0,4,9544,hyderabad
4824,Hatchback,25467,Manual,1,Hyundai Grand i10 Nios,2019,622000.0,Petrol,Comprehensive,5.0,1197.0,20.7,Others,No,No,Electric,170.0,5,9544,hyderabad
4825,Hatchback,71071,Manual,1,Maruti Alto 800,2020,317000.0,Petrol,Third Party,5.0,796.0,22.05,Silver,No,No,Power,170.0,5,9544,hyderabad
4826,Sedan,55000,Manual,1,Hyundai Verna,2016,795000.0,Petrol,Third Party insurance,5.0,1591.0,17.01,Silver,No,No,Power,196.0,4,465,hyderabad
4827,Hatchback,55563,Manual,2,Hyundai i20,2017,602000.0,Petrol,Comprehensive,5.0,1197.0,18.6,White,No,No,Power,170.0,5,295,hyderabad
4828,Hatchback,54000,Automatic,1,Hyundai Grand i10,2015,575000.0,Petrol,Third Party insurance,5.0,1197.0,18.9,Orange,No,No,Power,163.0,5,256,hyderabad
4829,Hatchback,70000,Manual,2,Hyundai i20,2019,675000.0,Petrol,Third Party insurance,5.0,1197.0,18.6,Others,No,No,Power,170.0,5,285,hyderabad
4830,Sedan,54000,Automatic,1,Volvo S60,2017,1999000.0,Diesel,Third Party insurance,5.0,1969.0,27.03,Black,Yes,No,Power,215.0,4,380,hyderabad
4831,SUV,41000,Automatic,1,Ford Ecosport,2016,750000.0,Petrol,Third Party insurance,5.0,1496.0,14.7,Grey,No,No,Electric,170.0,4,352,hyderabad
4832,Hatchback,70000,Manual,2,Hyundai i20,2011,350000.0,Petrol,Third Party insurance,5.0,1197.0,18.5,Others,No,No,Power,170.0,5,9544,hyderabad
4833,Hatchback,62500,Manual,1,Maruti Baleno,2020,749000.0,Petrol,Third Party,5.0,1197.0,21.01,Red,No,No,Electric,170.0,5,339,hyderabad
4834,Hatchback,20000,Manual,1,Hyundai Santro,2021,550000.0,Petrol,Third Party insurance,5.0,1086.0,20.3,Others,No,No,Electric,170.0,5,235,hyderabad
4835,Hatchback,60350,Manual,1,Hyundai i20,2016,599000.0,Petrol,Comprehensive,5.0,1197.0,18.6,White,No,No,Power,170.0,5,295,hyderabad
4836,Hatchback,52266,Manual,1,Hyundai i20,2015,570000.0,Petrol,Comprehensive,5.0,1197.0,18.6,Red,No,No,Power,170.0,5,295,hyderabad
4837,Sedan,58431,Manual,1,Maruti Ciaz,2018,894999.9999999999,Diesel,Third Party insurance,5.0,1248.0,28.09,Blue,Yes,No,Power,170.0,4,510,hyderabad
4838,Sedan,41372,Automatic,1,Honda City,2017,1011000.0,Petrol,Third Party insurance,5.0,1497.0,18.0,Silver,No,No,Power,195.0,4,510,hyderabad
4839,Hatchback,46863,Manual,2,Maruti Alto 800,2014,267000.0,Petrol,Third Party insurance,5.0,796.0,22.05,Silver,No,No,Power,170.0,5,9544,hyderabad
4840,Sedan,66500,Automatic,1,Nissan Sunny,2014,570000.0,Petrol,Third Party insurance,5.0,1498.0,17.97,Silver,No,No,Power,165.0,4,490,hyderabad
4841,Hatchback,49374,Manual,2,Hyundai i10,2014,369000.0,Petrol,Third Party insurance,5.0,1086.0,19.81,Silver,No,No,Power,165.0,5,225,hyderabad
4842,Sedan,120000,Manual,2,Skoda Rapid,2012,360000.0,Diesel,Third Party insurance,5.0,1598.0,20.5,Others,Yes,No,Power,170.0,4,460,hyderabad
4843,Hatchback,62832,Manual,1,Tata Tiago,2021,605000.0,Petrol,Third Party,5.0,1199.0,19.01,Silver,No,No,Electric,170.0,5,9544,hyderabad
4844,Hatchback,61155,Manual,2,Hyundai i20,2016,585000.0,Petrol,Third Party insurance,5.0,1197.0,18.6,Silver,No,No,Power,170.0,5,295,hyderabad
4845,Hatchback,75000,Automatic,1,BMW 1 Series,2014,1798999.9999999998,Diesel,Third Party insurance,5.0,1995.0,20.58,Red,Yes,No,Power,210.0,5,360,hyderabad
4846,Hatchback,12045,Manual,2,Maruti Swift,2021,723000.0,Petrol,Third Party insurance,5.0,1197.0,22.38,Silver,No,No,Electric,170.0,5,268,hyderabad
4847,Sedan,60700,Manual,1,Maruti Ciaz,2020,894999.9999999999,Petrol,Third Party,5.0,1462.0,20.65,White,No,No,Power,170.0,4,510,hyderabad
4848,Sedan,85000,Automatic,1,Mercedes-Benz C-Class,2013,1350000.0,Diesel,Third Party insurance,5.0,2143.0,14.84,White,Yes,No,Power,228.0,4,475,hyderabad
4849,Sedan,44276,Automatic,1,Honda City,2020,1320000.0,Petrol,Third Party insurance,5.0,1497.0,16.4,Golden Brown,No,No,Power,164.0,4,500,hyderabad
4850,Sedan,99000,Automatic,1,Audi A4,2015,1999000.0,Diesel,Third Party insurance,5.0,1968.0,17.11,Black,Yes,No,Power,222.0,4,480,hyderabad
4851,Sedan,78000,Automatic,1,Audi A6,2015,2499000.0,Diesel,Third Party insurance,5.0,1968.0,17.68,Black,Yes,No,Power,222.0,4,530,hyderabad
4852,Sedan,70000,Automatic,2,Jaguar XF,2013,1700000.0,Diesel,Third Party insurance,5.0,2179.0,16.36,White,Yes,No,Power,225.0,4,540,hyderabad
4853,Sedan,70000,Automatic,1,Jaguar XF,2013,1800000.0,Diesel,Third Party insurance,5.0,2179.0,16.36,White,Yes,No,Power,225.0,4,540,hyderabad
4854,Sedan,70000,Automatic,1,Jaguar XF,2013,1750000.0,Diesel,Third Party insurance,5.0,2179.0,16.36,White,Yes,No,Power,225.0,4,540,hyderabad
4855,Hatchback,22264,Manual,1,Maruti Alto 800,2021,429000.0,Petrol,Third Party,5.0,796.0,22.05,White,No,No,Power,170.0,5,9544,hyderabad
4856,Hatchback,103763,Manual,1,Maruti Ignis,2018,376000.0,Petrol,Third Party insurance,5.0,1197.0,20.89,White,No,No,Electric,170.0,5,260,hyderabad
4857,SUV,109000,Automatic,1,Volvo XC60,2012,1015000.0,Diesel,Third Party insurance,5.0,1985.0,14.7,Brown,Yes,No,Power,170.0,5,495,hyderabad
4858,Hatchback,49043,Manual,2,Hyundai i10,2012,312000.0,Petrol,Third Party insurance,5.0,1197.0,20.36,Silver,No,No,Power,170.0,4,9544,hyderabad
4859,Hatchback,70666,Automatic,2,Maruti Celerio,2017,492000.0,Petrol,Comprehensive,5.0,998.0,23.1,Red,No,No,Power,150.0,5,235,hyderabad
4860,SUV,128000,Automatic,1,Land Rover Range Rover Sport,2011,3700000.0,Diesel,Third Party insurance,5.0,2993.0,14.7,Black,Yes,No,Power,209.0,5,9544,hyderabad
4861,Sedan,65815,Automatic,1,Maruti Swift Dzire,2018,800000.0,Diesel,Comprehensive,5.0,1248.0,28.4,Silver,Yes,No,Power,170.0,4,378,hyderabad
4862,Hatchback,79000,Manual,1,Maruti Alto,2010,165000.0,Petrol,Third Party insurance,5.0,796.0,19.7,Maroon,No,No,Power,137.0,5,9544,hyderabad
4863,Hatchback,48580,Automatic,1,Maruti Baleno,2020,831000.0,Petrol,Comprehensive,5.0,1197.0,21.4,Others,No,No,Power,180.0,5,339,hyderabad
4864,Hatchback,44646,Manual,1,Hyundai i20,2018,691000.0,Petrol,Comprehensive,5.0,1197.0,18.6,White,No,No,Power,170.0,5,295,hyderabad
4865,Hatchback,71963,Manual,1,Maruti Wagon R,2008,175000.0,Petrol,Comprehensive,5.0,998.0,21.79,Red,No,No,Power,170.0,5,341,hyderabad
4866,Hatchback,26678,Manual,2,Hyundai Grand i10,2017,493000.0,Petrol,Comprehensive,5.0,1197.0,18.9,Red,No,No,Power,165.0,5,256,hyderabad
4867,Sedan,152000,Manual,1,Honda City,2015,599000.0,Diesel,Third Party insurance,5.0,1498.0,26.0,White,Yes,No,Power,190.0,4,510,hyderabad
4868,SUV,101000,Automatic,1,Ford Endeavour,2016,2395000.0,Diesel,Third Party insurance,7.0,2198.0,12.62,Maroon,Yes,No,Power,170.0,5,9544,hyderabad
4869,Hatchback,41000,Manual,1,Chevrolet Beat,2012,320000.0,Diesel,Third Party insurance,5.0,936.0,25.44,Silver,No,No,Power,170.0,5,170,hyderabad
4870,SUV,109000,Manual,1,Toyota Fortuner,2018,3150000.0,Diesel,Third Party insurance,7.0,2755.0,14.24,White,Yes,No,Power,170.0,5,9544,hyderabad
4871,Sedan,83000,Manual,1,Skoda Rapid,2017,825000.0,Diesel,Third Party insurance,5.0,1498.0,21.13,White,Yes,No,Power,185.0,4,460,hyderabad
4872,Hatchback,80000,Manual,1,Maruti Ritz,2012,375000.0,Diesel,Third Party insurance,5.0,1248.0,23.2,Blue,Yes,No,Power,163.0,5,236,hyderabad
4873,Hatchback,94514,Manual,3,Maruti Swift,2011,323000.0,Diesel,Third Party insurance,5.0,1248.0,22.9,Black,Yes,No,Power,158.0,5,232,hyderabad
4874,Sedan,67037,Manual,1,Maruti Swift Dzire,2015,487000.0,Petrol,Third Party insurance,5.0,1197.0,22.41,Silver,No,No,Electric,170.0,4,378,hyderabad
4875,SUV,120000,Manual,1,Mahindra Scorpio,2004,290000.0,Diesel,Third Party insurance,8.0,2179.0,10.5,Red,Yes,No,Power,152.0,5,460,hyderabad
4876,Hatchback,35540,Manual,2,Toyota Glanza,2019,709000.0,Petrol,Comprehensive,5.0,1197.0,22.35,White,No,No,Power,170.0,5,318,hyderabad
4877,SUV,47627,Manual,1,Renault Captur,2019,983000.0,Diesel,Comprehensive,5.0,1461.0,20.37,Orange,Yes,No,Power,170.0,5,392,hyderabad
4878,Sedan,98000,Automatic,1,Toyota Corolla Altis,2009,450000.0,Petrol,Third Party insurance,5.0,1794.0,14.53,White,No,No,Power,205.0,4,475,hyderabad
4879,Hatchback,55943,Manual,1,Hyundai i20,2018,672000.0,Petrol,Third Party insurance,5.0,1197.0,18.6,Silver,No,No,Power,170.0,5,295,hyderabad
4880,SUV,71000,Automatic,1,Hyundai Creta,2018,1350000.0,Diesel,Third Party insurance,5.0,1582.0,17.01,White,Yes,No,Power,190.0,5,400,hyderabad
4881,Hatchback,117924,Automatic,1,Maruti Celerio,2018,457000.0,Petrol,Third Party insurance,5.0,998.0,23.1,Others,No,No,Power,150.0,5,235,hyderabad
4882,Hatchback,92195,Manual,1,Maruti Wagon R,2013,311000.0,Petrol,Comprehensive,5.0,998.0,18.9,White,No,No,Power,170.0,4,9544,hyderabad
4883,Sedan,40000,Automatic,3,Hyundai Sonata,2003,150000.0,Petrol,Third Party insurance,5.0,2359.0,11.0,Silver,No,No,Power,170.0,4,560,hyderabad
4884,Hatchback,49009,Automatic,1,Maruti Swift,2018,623000.0,Petrol,Comprehensive,5.0,1197.0,22.56,Blue,No,No,Electric,170.0,5,268,hyderabad
4885,SUV,31650,Automatic,1,Kia Sonet,2020,1090000.0,Petrol,Comprehensive,5.0,998.0,18.3,Black,Yes,No,Electric,170.0,5,392,hyderabad
4886,MUV,20000,Manual,1,Kia Carens,2022,1600000.0,Petrol,Third Party insurance,7.0,1353.0,16.2,White,Yes,No,Power,170.0,5,9544,hyderabad
4887,Hatchback,70000,Manual,1,Hyundai i10,2009,200000.0,Petrol,Third Party insurance,5.0,1197.0,20.36,Others,No,No,Power,170.0,4,9544,hyderabad
4888,Sedan,39000,Automatic,1,Hyundai Verna,2018,925000.0,Diesel,Comprehensive,5.0,1582.0,18.0,Black,Yes,No,Power,170.0,4,480,hyderabad
4889,SUV,10000,Automatic,1,Mahindra XUV300,2022,1150000.0,Petrol,Third Party insurance,5.0,1197.0,16.5,Others,Yes,No,Power,170.0,5,9544,hyderabad
4890,SUV,93615,Automatic,1,Hyundai Creta,2018,1150000.0,Diesel,Comprehensive,5.0,1582.0,17.01,White,Yes,No,Power,190.0,5,400,hyderabad
4891,MUV,6400,Manual,1,Toyota Innova Crysta,2022,2550000.0,Petrol,Third Party insurance,7.0,2694.0,8.0,White,No,No,Power,170.0,5,300,hyderabad
4892,Sedan,16727,Manual,2,Maruti Ciaz,2022,894999.9999999999,Petrol,Comprehensive,5.0,1462.0,20.65,Others,No,No,Power,170.0,4,510,hyderabad
4893,SUV,63334,Manual,3,Hyundai Creta,2019,1009000.0,Petrol,Third Party insurance,5.0,1591.0,15.8,Red,No,No,Power,170.0,5,400,hyderabad
4894,SUV,14000,Manual,1,Nissan Magnite,2021,1050000.0,Petrol,Comprehensive,5.0,999.0,20.0,Red,Yes,No,Electric,170.0,5,336,hyderabad
4895,Hatchback,96540,Manual,1,Maruti Ignis,2018,441000.0,Petrol,Third Party insurance,5.0,1197.0,20.89,Blue,No,No,Electric,170.0,5,260,hyderabad
4896,Sedan,92585,Automatic,1,Toyota Yaris,2018,759000.0,Petrol,Third Party insurance,5.0,1496.0,17.8,White,No,No,Power,170.0,4,476,hyderabad
4897,SUV,53861,Manual,1,Ford Ecosport,2014,425000.0,Petrol,Third Party insurance,5.0,1499.0,15.8,Silver,No,No,Power,182.0,5,346,hyderabad
4898,Hatchback,65761,Manual,2,Maruti Wagon R,2012,306000.0,Petrol,Third Party insurance,5.0,998.0,18.9,Silver,No,No,Power,170.0,4,9544,hyderabad
4899,Sedan,67000,Manual,2,Volkswagen Vento,2015,600000.0,Diesel,Third Party insurance,5.0,1498.0,22.27,Golden,Yes,No,Power,180.0,4,494,hyderabad
4900,SUV,122100,Manual,2,Jeep Compass,2018,1385000.0,Diesel,Third Party,5.0,1956.0,17.1,Silver,Yes,No,Power,170.0,5,408,hyderabad
4901,Sedan,53873,Automatic,1,Maruti Swift Dzire,2017,736000.0,Diesel,Comprehensive,5.0,1248.0,28.4,Brown,Yes,No,Power,170.0,4,378,hyderabad
4902,SUV,60000,Manual,1,Maruti Vitara Brezza,2019,840000.0,Diesel,Third Party insurance,5.0,1248.0,24.3,Others,Yes,No,Power,172.0,5,328,hyderabad
4903,Hatchback,89197,Manual,2,Maruti Swift,2013,426000.0,Diesel,Third Party insurance,5.0,1248.0,22.9,Red,Yes,No,Power,158.0,5,232,hyderabad
4904,Hatchback,30000,Manual,1,Datsun RediGO,2020,305000.0,Petrol,Third Party insurance,5.0,799.0,22.7,Others,No,No,Power,170.0,5,222,hyderabad
4905,Hatchback,70000,Manual,1,Hyundai i20,2018,629000.0,Petrol,Third Party insurance,5.0,1197.0,18.6,Others,No,No,Power,170.0,5,295,hyderabad
4906,Hatchback,28700,Automatic,1,Maruti Baleno,2021,869000.0,Petrol,Third Party,5.0,1197.0,19.56,Grey,No,No,Electric,170.0,5,339,hyderabad
4907,Sedan,20000,Automatic,2,Volkswagen Virtus,2022,1850000.0,Petrol,Third Party insurance,5.0,999.0,18.12,White,Yes,No,Electric,170.0,4,521,hyderabad
4908,Hatchback,91629,Manual,1,Hyundai i10,2012,300000.0,Petrol,Comprehensive,5.0,1197.0,20.36,Silver,No,No,Power,170.0,4,9544,hyderabad
4909,Hatchback,30000,Manual,1,Ford Freestyle,2021,850000.0,Diesel,Third Party insurance,5.0,1499.0,23.8,White,Yes,Yes,Electric,170.0,5,257,hyderabad
4910,Hatchback,7058,Manual,1,Maruti Baleno,2022,869999.9999999999,Petrol,Not Available,5.0,1197.0,21.01,Nexa Blue,No,No,Electric,170.0,5,339,hyderabad
4911,Sedan,86500,Automatic,1,Maruti Swift Dzire,2017,775000.0,Diesel,Third Party insurance,5.0,1248.0,28.4,White,Yes,No,Power,170.0,4,378,hyderabad
4912,Sedan,76438,Manual,2,Honda Amaze,2015,416000.0,Petrol,Third Party,5.0,1198.0,18.0,Brown,No,No,Power,160.0,4,400,hyderabad
4913,SUV,24489,Manual,2,Hyundai Creta,2017,1025000.0,Petrol,Zero Dep,5.0,1591.0,13.0,Black,No,No,Power,170.0,5,400,hyderabad
4914,Hatchback,20000,Automatic,1,Maruti Swift,2022,790000.0,Petrol,Third Party insurance,5.0,1197.0,22.56,Others,No,No,Electric,170.0,5,268,hyderabad
4915,Sedan,110600,Manual,1,Hyundai Verna,2017,855000.0000000001,Diesel,Comprehensive,5.0,1582.0,23.9,Silver,Yes,No,Power,190.0,4,465,hyderabad
4916,Hatchback,63840,Manual,2,Maruti Baleno,2019,649000.0,Petrol,Third Party insurance,5.0,1197.0,21.4,Blue,No,No,Power,180.0,5,339,hyderabad
4917,Hatchback,74000,Manual,1,Hyundai i10,2009,230000.0,Petrol,Third Party insurance,5.0,1197.0,20.36,Red,No,No,Power,170.0,4,9544,hyderabad
4918,Hatchback,21314,Manual,1,Tata Tiago,2021,599000.0,Petrol,Zero Dep,5.0,1199.0,19.01,Silver,No,No,Electric,170.0,5,9544,hyderabad
4919,Sedan,40007,Automatic,1,Hyundai Verna,2017,900000.0,Diesel,Comprehensive,5.0,1582.0,18.0,White,Yes,No,Power,170.0,4,480,hyderabad
4920,Sedan,89997,Manual,2,Maruti Swift Dzire,2015,622000.0,Diesel,Third Party insurance,5.0,1248.0,26.59,Red,Yes,No,Power,169.0,4,320,hyderabad
4921,Hatchback,64736,Manual,1,Honda Brio,2014,362000.0,Petrol,Comprehensive,5.0,1198.0,19.4,White,No,No,Power,164.0,5,175,hyderabad
4922,SUV,105000,Automatic,1,Audi Q3,2013,1295000.0,Diesel,Third Party insurance,5.0,1968.0,15.73,White,Yes,No,Power,212.0,5,460,hyderabad
4923,SUV,40687,Manual,1,Maruti SX4 S Cross,2020,964000.0,Petrol,Comprehensive,5.0,1462.0,18.55,Others,No,No,Power,170.0,5,375,hyderabad
4924,Sedan,33000,Automatic,2,Ford Fiesta,2012,395000.0,Petrol,Third Party insurance,5.0,1499.0,16.97,Blue,No,No,Power,182.0,4,430,hyderabad
4925,Hatchback,57000,Automatic,1,Maruti Celerio,2016,460000.0,Petrol,Third Party insurance,5.0,998.0,23.1,Silver,No,No,Power,150.0,5,235,hyderabad
4926,MUV,120000,Manual,2,Toyota Innova,2006,400000.0,Diesel,Third Party insurance,8.0,2494.0,12.8,Others,No,No,Power,151.0,5,9544,hyderabad
4927,SUV,88000,Manual,1,Kia Seltos,2019,1325000.0,Diesel,Third Party insurance,5.0,1493.0,20.8,Blue,Yes,No,Electric,170.0,5,433,hyderabad
4928,Hatchback,80000,Manual,3,Hyundai i10,2009,215000.0,Petrol,Third Party insurance,5.0,1197.0,20.36,Others,No,No,Power,170.0,4,9544,hyderabad
4929,SUV,49500,Manual,1,Hyundai Venue,2020,1050000.0,Petrol,Third Party insurance,5.0,998.0,18.0,Red,Yes,No,Electric,170.0,5,350,hyderabad
4930,Hatchback,15985,Manual,1,Renault KWID,2020,465000.00000000006,Petrol,Third Party insurance,5.0,999.0,21.46,Brown,No,No,Electric,170.0,5,279,hyderabad
4931,Sedan,85871,Manual,2,Honda City,2015,574000.0,Petrol,Comprehensive,5.0,1497.0,17.4,Red,No,No,Power,195.0,4,510,hyderabad
4932,Hatchback,73665,Manual,1,Hyundai i10,2012,295000.0,Petrol,Third Party insurance,5.0,1197.0,20.36,Silver,No,No,Power,170.0,4,9544,hyderabad
4933,SUV,31614,Automatic,1,Land Rover Range Rover,2020,26000000.0,Petrol,Comprehensive,5.0,2995.0,13.33,Black,Yes,No,Power,210.0,5,909,hyderabad
