,Body type,Kilometers driven,Transmission type,Number of Owners,Car model,Year of manufacture,price,Fuel Type,Insurance Validity,Seats,Engine,Mileage,Color,Turbo Charger,Super Charger,Steering Type,Top Speed,No of doors,Cargo Volumn,City
4614,Coupe,6000,Automatic,1,Mercedes-Benz C-Class,2021,8200000.0,Petrol,Third Party insurance,4.0,2996.0,11.9,Black,Yes,No,Power,250.0,2,9544,hyderabad
4615,Hatchback,20034,Manual,1,Maruti Ignis,2018,528000.0,Petrol,Comprehensive,5.0,1197.0,20.89,Others,No,No,Electric,170.0,5,260,hyderabad
4616,Hatchback,50000,Manual,2,Hyundai Santro Xing,2012,260000.0,Petrol,Third Party insurance,5.0,1086.0,17.92,Others,No,No,Power,170.0,5,9544,hyderabad
4617,MUV,47529,Manual,1,Kia Carens,2022,1150000.0,Petrol,Comprehensive,7.0,1497.0,19.255853130413264,White,No,No,Electric,170.0,5,9544,hyderabad
4618,Hatchback,46739,Automatic,1,Maruti Baleno,2017,740000.0,Petrol,Comprehensive,5.0,1197.0,19.56,Blue,No,No,Electric,170.0,5,339,hyderabad
4619,Sedan,150000,Manual,2,Hyundai Verna,2012,410000.0,Diesel,Third Party insurance,5.0,1582.0,22.32,Others,Yes,No,Power,190.0,4,465,hyderabad
4620,Hatchback,62000,Automatic,1,Maruti Celerio X,2019,599000.0,Petrol,Third Party insurance,5.0,998.0,21.63,Grey,No,No,Electric,170.0,5,235,hyderabad
4621,MUV,45000,Manual,1,Maruti XL6,2021,1125000.0,Petrol,Third Party insurance,6.0,1462.0,19.01,Silver,No,No,Power,170.0,5,209,hyderabad
4622,Sedan,36000,Automatic,1,Honda City,2020,1299000.0,Petrol,Third Party insurance,5.0,1498.0,18.3,GOLDEN BROWN,No,No,Electric,170.0,4,506,hyderabad
4623,Sedan,40000,Manual,1,Honda City,2019,1050000.0,Petrol,Third Party insurance,5.0,1497.0,17.14,Others,No,No,Power,178.55,4,510,hyderabad
4624,Hatchback,15850,Manual,1,Datsun RediGO,2020,416000.0,Petrol,Comprehensive,5.0,999.0,22.5,Red,No,No,Power,170.0,5,222,hyderabad
4625,Sedan,62535,Automatic,1,Maruti Swift Dzire,2017,642000.0,Petrol,Third Party insurance,5.0,1197.0,21.21,Others,No,No,Power,170.0,4,378,hyderabad
4626,SUV,94600,Manual,1,Maruti Vitara Brezza,2018,849000.0,Diesel,Comprehensive,5.0,1248.0,24.3,Red,Yes,No,Power,172.0,5,328,hyderabad
4627,Sedan,80375,Manual,2,Maruti Swift Dzire,2013,434000.0,Petrol,Third Party insurance,5.0,1197.0,22.41,Black,No,No,Electric,170.0,4,378,hyderabad
4628,Hatchback,97935,Manual,3,Honda Brio,2012,276000.0,Petrol,Comprehensive,5.0,1198.0,19.4,Silver,No,No,Power,170.0,5,175,hyderabad
4629,Hatchback,38300,Manual,1,Hyundai i20,2019,710000.0,Petrol,Comprehensive,5.0,1197.0,18.6,Polar White,No,No,Power,170.0,5,285,hyderabad
4630,Hatchback,81917,Manual,1,Maruti Baleno,2017,580000.0,Petrol,Zero Dep,5.0,1197.0,21.4,Blue,No,No,Power,180.0,5,339,hyderabad
4631,Hatchback,69000,Manual,1,Maruti Baleno,2016,575000.0,Petrol,Comprehensive,5.0,1197.0,21.4,Red,No,No,Power,180.0,5,339,hyderabad
4632,Hatchback,43566,Manual,2,Hyundai Grand i10,2016,498000.00000000006,Petrol,Comprehensive,5.0,1197.0,18.9,Silver,No,No,Power,165.0,5,256,hyderabad
4633,Hatchback,94201,Manual,2,Hyundai i20,2015,533000.0,Petrol,Third Party insurance,5.0,1197.0,18.6,White,No,No,Power,170.0,5,295,hyderabad
4634,Hatchback,50000,Automatic,1,Maruti Baleno,2017,699000.0,Petrol,Third Party insurance,5.0,1197.0,21.4,Blue,No,No,Power,180.0,5,339,hyderabad
4635,Hatchback,40689,Manual,1,Tata Tiago,2019,520000.0,Petrol,Zero Dep,5.0,1199.0,23.84,Red,No,No,Power,150.0,5,242,hyderabad
4636,Sedan,35849,Manual,1,Honda Amaze,2018,720000.0,Petrol,Comprehensive,5.0,1199.0,19.5,Red,No,No,Power,140.0,4,420,hyderabad
4637,SUV,15833,Manual,1,MG Hector,2021,1800000.0,Diesel,Zero Dep,5.0,1956.0,17.41,Burgundy Red Metallic,Yes,No,Power,170.0,5,587,hyderabad
4638,Sedan,90000,Manual,2,Skoda Laura,2011,380000.0,Diesel,Third Party insurance,5.0,1968.0,20.0,Others,Yes,No,Power,170.0,4,560,hyderabad
4639,Hatchback,62000,Manual,1,Hyundai i20,2019,749000.0,Petrol,Third Party,5.0,1197.0,18.6,Grey,No,No,Power,170.0,5,285,hyderabad
4640,Hatchback,40000,Manual,3,Maruti Alto K10,2017,330000.0,Petrol,Third Party insurance,5.0,998.0,23.95,Others,No,No,Power,145.0,5,177,hyderabad
4641,SUV,20000,Automatic,1,Tata New Safari,2021,2195000.0,Diesel,Comprehensive,6.0,1956.0,14.08,Blue,Yes,No,Power,170.0,5,73,hyderabad
4642,Hatchback,10000,Manual,1,Tata Tiago NRG,2022,700000.0,Petrol,Third Party insurance,5.0,1199.0,20.09,Others,No,No,Electric,170.0,5,242,hyderabad
4643,Hatchback,69552,Manual,1,Hyundai i20,2016,645000.0,Petrol,Third Party insurance,5.0,1197.0,18.6,White,No,No,Power,170.0,5,295,hyderabad
4644,Hatchback,97610,Automatic,1,Renault KWID,2018,391000.0,Petrol,Third Party,5.0,999.0,24.04,Grey,No,No,Power,159.4,5,300,hyderabad
4645,Sedan,74914,Automatic,2,Honda City,2012,509000.0,Petrol,Third Party,5.0,1497.0,16.8,Brown,No,No,Power,170.0,4,506,hyderabad
4646,SUV,41000,Automatic,1,Tata Harrier,2022,2275000.0,Diesel,Third Party insurance,5.0,1956.0,14.6,Golden,Yes,No,Power,170.0,5,425,hyderabad
4647,Hatchback,101887,Manual,2,Hyundai i20,2015,516000.0,Petrol,Comprehensive,5.0,1197.0,18.6,Silver,No,No,Power,170.0,5,295,hyderabad
4648,Hatchback,42217,Manual,2,Maruti Wagon R,2012,312000.0,Petrol,Comprehensive,5.0,998.0,18.9,White,No,No,Power,170.0,4,9544,hyderabad
4649,SUV,63000,Automatic,1,Jeep Compass,2019,1975000.0,Petrol,Third Party insurance,5.0,1368.0,16.0,Grey,Yes,No,Power,186.69,5,408,hyderabad
4650,Hatchback,80315,Automatic,2,Maruti Celerio,2016,434000.0,Petrol,Third Party,5.0,998.0,26.68,Silver,No,No,Electric,170.0,5,313,hyderabad
4651,Hatchback,55000,Manual,1,Maruti Wagon R,2013,375000.0,Petrol,Third Party,5.0,998.0,18.9,Red,No,No,Power,170.0,4,9544,hyderabad
4652,Hatchback,64447,Manual,1,Datsun GO,2019,432000.0,Petrol,Third Party insurance,5.0,1198.0,19.83,Orange,No,No,Power,150.0,5,265,hyderabad
4653,Hatchback,76947,Automatic,1,Hyundai Grand i10 Nios,2019,688000.0,Petrol,Third Party,5.0,1197.0,20.7,Red,No,No,Electric,170.0,5,9544,hyderabad
4654,Hatchback,23110,Manual,1,Datsun RediGO,2018,350000.0,Petrol,Third Party insurance,5.0,799.0,22.7,Brown,No,No,Power,170.0,5,222,hyderabad
4655,Hatchback,40235,Manual,2,Hyundai Grand i10,2018,496000.0,Petrol,Third Party insurance,5.0,1197.0,18.9,Red,No,No,Power,165.0,5,256,hyderabad
4656,Hatchback,48992,Manual,1,Maruti Swift,2017,630000.0,Petrol,Third Party insurance,5.0,1197.0,22.0,Grey,No,No,Power,170.0,5,268,hyderabad
4657,Hatchback,21000,Automatic,1,Hyundai Grand i10,2019,685000.0,Petrol,Third Party insurance,5.0,1197.0,18.9,Grey,No,No,Power,165.0,5,256,hyderabad
4658,SUV,30465,Automatic,1,Citroen C5 Aircross,2021,3200000.0,Diesel,Comprehensive,5.0,1997.0,18.6,Blue,No,No,Power,170.0,5,580,hyderabad
4659,Hatchback,50000,Manual,1,Maruti Celerio,2022,630000.0,CNG,Third Party insurance,5.0,998.0,35.6,Others,No,No,Electric,170.0,5,9544,hyderabad
4660,MUV,90000,Manual,2,Honda Mobilio,2015,550000.0,Petrol,Third Party insurance,7.0,1497.0,17.3,Others,No,No,Power,160.0,5,223,hyderabad
4661,MUV,136083,Manual,1,Honda Mobilio,2014,520000.0,Diesel,Comprehensive,7.0,1498.0,24.2,Red,Yes,No,Power,165.0,5,223,hyderabad
4662,Sedan,90000,Manual,2,Honda City,2007,250000.0,Petrol,Third Party insurance,5.0,1497.0,17.7,Black,No,No,Power,173.0,4,500,hyderabad
4663,SUV,100000,Manual,1,Maruti Vitara Brezza,2019,1000000.0,Diesel,Third Party insurance,5.0,1248.0,24.3,Others,Yes,No,Power,172.0,5,328,hyderabad
4664,Hatchback,39817,Manual,2,Maruti Ignis,2018,496000.0,Petrol,Zero Dep,5.0,1197.0,20.89,Silver,No,No,Electric,170.0,5,260,hyderabad
4665,Sedan,54063,Manual,1,Maruti Ciaz,2017,788000.0,Diesel,Third Party,5.0,1248.0,28.09,Brown,Yes,No,Power,190.0,4,510,hyderabad
4666,Hatchback,37000,Manual,1,Hyundai i20 N Line,2021,995000.0,Petrol,Comprehensive,5.0,998.0,20.0,Blue,Yes,No,Electric,170.0,5,9544,hyderabad
4667,Hatchback,67372,Manual,1,Hyundai Grand i10,2013,416000.0,Petrol,Third Party insurance,5.0,1197.0,18.9,Orange,No,No,Power,165.0,5,256,hyderabad
4668,Hatchback,76685,Manual,1,Maruti Alto 800,2019,344000.0,Petrol,Third Party,5.0,796.0,24.7,Silver,No,No,Manual,140.0,5,177,hyderabad
4669,Hatchback,115595,Manual,1,Maruti Swift,2014,450000.0,Diesel,Comprehensive,5.0,1248.0,22.9,White,Yes,No,Power,158.0,5,232,hyderabad
4670,Hatchback,89956,Manual,2,Volkswagen Polo,2019,523000.00000000006,Petrol,Third Party,5.0,999.0,17.74,Black,No,No,Electric,170.0,5,280,hyderabad
4671,Sedan,120000,Manual,2,Maruti Swift Dzire,2011,340000.0,Diesel,Third Party insurance,5.0,1248.0,19.3,Others,Yes,No,Power,170.0,4,464,hyderabad
4672,Hatchback,87189,Manual,1,Hyundai Grand i10,2019,520000.0,Petrol,Third Party insurance,5.0,1197.0,18.9,Silver,No,No,Power,165.0,5,256,hyderabad
4673,Hatchback,42662,Manual,1,Maruti Swift,2019,628000.0,Petrol,Comprehensive,5.0,1197.0,22.38,Red,No,No,Electric,170.0,5,268,hyderabad
4674,Hatchback,69000,Manual,1,Maruti Swift,2014,525000.0,Diesel,Third Party insurance,5.0,1248.0,25.2,White,Yes,No,Power,155.0,5,204,hyderabad
4675,Hatchback,63002,Automatic,1,Hyundai Santro,2019,514000.0,Petrol,Third Party insurance,5.0,1086.0,20.3,Silver,No,No,Power,170.0,5,235,hyderabad
4676,Sedan,120000,Automatic,1,Volkswagen Passat,2018,1700000.0,Diesel,Third Party insurance,5.0,1968.0,17.42,White,Yes,No,Power,170.0,4,586,hyderabad
4677,Sedan,108000,Manual,1,Hyundai Verna,2008,290000.0,Petrol,Third Party insurance,5.0,1599.0,13.9,Red,No,No,Power,193.0,4,352,hyderabad
4678,MUV,110000,Manual,2,Mahindra Marazzo,2020,950000.0,Diesel,Third Party insurance,7.0,1497.0,17.3,White,No,No,Electric,170.0,5,190,hyderabad
4679,Sedan,40022,Manual,2,Hyundai Verna,2018,900000.0,Petrol,Not Available,5.0,1591.0,17.0,Orange,No,No,Power,170.0,4,480,hyderabad
4680,Hatchback,81000,Manual,1,Maruti Baleno,2019,750000.0,Diesel,Third Party insurance,5.0,1248.0,27.39,magma gray,Yes,No,Power,170.0,5,339,hyderabad
4681,Sedan,70000,Manual,1,Tata Manza,2011,300000.0,Diesel,Third Party insurance,5.0,1248.0,21.12,Others,No,No,Power,170.0,4,460,hyderabad
4682,SUV,46000,Manual,1,Mahindra TUV 300,2019,980000.0,Diesel,Third Party insurance,7.0,1493.0,18.49,Red,Yes,No,Power,156.0,5,384,hyderabad
4683,Hatchback,45911,Automatic,1,Maruti Swift,2018,675000.0,Petrol,Third Party insurance,5.0,1197.0,22.56,Blue,No,No,Electric,170.0,5,268,hyderabad
4684,Sedan,87335,Manual,1,Honda City,2016,616000.0,Petrol,Comprehensive,5.0,1497.0,17.8,Others,No,No,Power,195.0,4,510,hyderabad
4685,SUV,15600,Manual,3,Maruti Gypsy,2004,550000.0,Petrol,Third Party insurance,8.0,1298.0,11.96,Green,No,No,Manual,120.0,3,350,hyderabad
4686,SUV,41108,Manual,2,Ford Ecosport,2018,814000.0,Petrol,Comprehensive,5.0,1497.0,17.0,Red,No,No,Power,170.0,4,352,hyderabad
4687,Hatchback,35545,Manual,1,Maruti Baleno,2019,750000.0,Petrol,Third Party insurance,5.0,1197.0,21.4,Blue,No,No,Power,180.0,5,339,hyderabad
4688,Sedan,120000,Manual,1,Hyundai Xcent,2017,450000.0,Diesel,Third Party insurance,5.0,1120.0,24.4,Others,Yes,No,Power,156.0,4,407,hyderabad
4689,Hatchback,54631,Manual,1,Hyundai Grand i10,2016,498000.00000000006,Petrol,Comprehensive,5.0,1197.0,18.9,Red,No,No,Power,165.0,5,256,hyderabad
4690,Sedan,107000,Manual,1,Maruti Ciaz,2015,650000.0,Diesel,Third Party insurance,5.0,1248.0,26.21,Maroon,Yes,No,Power,160.0,4,510,hyderabad
4691,Hatchback,38471,Manual,2,Hyundai Grand i10,2019,527000.0,Petrol,Third Party insurance,5.0,1197.0,18.9,Silver,No,No,Power,165.0,5,256,hyderabad
4692,Hatchback,72393,Manual,2,Maruti Wagon R,2015,329000.0,Petrol,Comprehensive,5.0,998.0,20.51,Red,No,No,Power,152.0,5,180,hyderabad
4693,Hatchback,58000,Manual,1,Ford Figo,2015,350000.0,Petrol,Third Party insurance,5.0,1196.0,15.6,Grey,No,No,Power,170.0,5,284,hyderabad
4694,Hatchback,20266,Manual,1,Hyundai Santro,2018,541000.0,Petrol,Comprehensive,5.0,1086.0,20.3,Silver,No,No,Power,170.0,5,235,hyderabad
4695,Hatchback,120000,Manual,3,Hyundai i20,2012,340000.0,Diesel,Third Party insurance,5.0,1396.0,21.9,Others,No,No,Power,170.0,5,9544,hyderabad
4696,Hatchback,90000,Manual,2,Hyundai Santro Xing,2008,185000.0,Petrol,Third Party insurance,5.0,1086.0,17.92,Others,No,No,Power,170.0,5,9544,hyderabad
4697,SUV,84910,Manual,1,Hyundai Creta,2017,1125000.0,Diesel,Third Party insurance,5.0,1582.0,19.67,Grey,Yes,No,Power,190.0,5,400,hyderabad
4698,Sedan,70000,Manual,1,Honda City,2020,1000000.0,Petrol,Third Party insurance,5.0,1497.0,17.4,White,No,No,Electric,170.0,4,510,hyderabad
4699,Hatchback,120000,Manual,2,Mahindra KUV 100 NXT,2018,450000.0,Diesel,Third Party insurance,5.0,1198.0,25.32,Others,Yes,No,Power,160.0,5,243,hyderabad
4700,Sedan,120000,Manual,2,Hyundai Xcent,2016,445000.0,Diesel,Third Party insurance,5.0,1120.0,24.4,Silver,Yes,No,Power,156.0,4,407,hyderabad
4701,SUV,109000,Manual,1,Hyundai Creta,2018,1195000.0,Diesel,Comprehensive,5.0,1582.0,19.67,White,Yes,No,Power,190.0,5,400,hyderabad
4702,Hatchback,44000,Manual,1,Maruti Celerio,2016,440000.00000000006,Petrol,Third Party insurance,5.0,998.0,23.1,White,No,No,Power,150.0,5,235,hyderabad
4703,Hatchback,44363,Manual,1,Maruti Celerio X,2019,503000.0,Petrol,Zero Dep,5.0,998.0,21.63,Silver,No,No,Electric,170.0,5,235,hyderabad
4704,Sedan,39461,Automatic,1,Maruti Swift Dzire,2018,702000.0,Petrol,Comprehensive,5.0,1197.0,21.21,Silver,No,No,Power,170.0,4,378,hyderabad
4705,Sedan,120000,Automatic,2,Mercedes-Benz E-Class,2012,1175000.0,Diesel,Third Party insurance,5.0,2148.0,10.0,Others,Yes,No,Power,227.0,4,540,hyderabad
4706,Hatchback,59126,Manual,1,Maruti Baleno,2018,690000.0,Petrol,Comprehensive,5.0,1197.0,21.4,Blue,No,No,Power,180.0,5,339,hyderabad
4707,Hatchback,65331,Manual,1,Hyundai Grand i10,2018,520000.0,Petrol,Third Party insurance,5.0,1197.0,18.9,Silver,No,No,Power,165.0,5,256,hyderabad
4708,Hatchback,45000,Manual,1,Maruti Baleno,2017,699000.0,Petrol,Third Party insurance,5.0,998.0,21.1,Red,Yes,No,Power,190.0,5,339,hyderabad
4709,Hatchback,41378,Manual,2,Maruti Swift,2013,436000.00000000006,Petrol,Third Party insurance,5.0,1197.0,22.38,Silver,No,No,Electric,170.0,5,268,hyderabad
4710,Sedan,120000,Manual,1,Tata Manza,2013,250000.0,Diesel,Third Party insurance,5.0,1248.0,21.02,Others,Yes,No,Power,163.0,4,460,hyderabad
4711,Sedan,124781,Manual,1,Honda City,2014,502000.0,Petrol,Comprehensive,5.0,1497.0,17.4,Red,No,No,Power,195.0,4,510,hyderabad
4712,Hatchback,63313,Manual,1,Maruti Swift,2016,510000.0,Petrol,Third Party insurance,5.0,1197.0,22.38,Silver,No,No,Electric,170.0,5,268,hyderabad
4713,Hatchback,62535,Manual,1,Maruti Baleno,2016,660000.0,Diesel,Third Party insurance,5.0,1248.0,27.39,Silver,Yes,No,Power,170.0,5,339,hyderabad
4714,Hatchback,89581,Manual,1,Maruti Baleno,2017,599000.0,Petrol,Third Party insurance,5.0,1197.0,21.4,Red,No,No,Power,180.0,5,339,hyderabad
4715,Sedan,120000,Manual,2,Ford Fiesta Classic,2011,250000.0,Diesel,Third Party insurance,5.0,1399.0,19.68,Others,Yes,No,Power,165.0,4,430,hyderabad
4716,Sedan,78866,Automatic,1,Jaguar XE,2017,3400000.0,Diesel,Third Party insurance,5.0,1999.0,13.6,Blue,Yes,No,Power,228.0,4,455,hyderabad
4717,Sedan,120000,Automatic,2,Volkswagen Jetta,2014,750000.0,Diesel,Third Party insurance,5.0,1968.0,16.96,Gray,Yes,No,Power,207.0,4,510,hyderabad
4718,SUV,58000,Manual,1,Mahindra XUV500,2018,1595000.0,Diesel,Third Party insurance,7.0,2179.0,15.1,Maroon,Yes,No,Power,170.0,5,9544,hyderabad
4719,Hatchback,90000,Manual,1,Maruti Wagon R,2012,310000.0,Petrol,Third Party insurance,5.0,998.0,21.79,Grey,No,No,Power,170.0,5,341,hyderabad
4720,Hatchback,59000,Manual,1,Maruti Baleno,2017,675000.0,Petrol,Zero Dep,5.0,998.0,21.1,Blue,Yes,No,Power,190.0,5,339,hyderabad
4721,Sedan,66000,Automatic,1,Jaguar XJ,2013,3500000.0,Diesel,Third Party insurance,4.0,2993.0,10.5,White,Yes,No,Power,250.0,4,9544,hyderabad
4722,SUV,100000,Automatic,3,Mercedes-Benz M-Class,2011,1200000.0,Diesel,Third Party insurance,5.0,2987.0,19.255853130413264,Others,Yes,No,Power,225.0,4,9544,hyderabad
4723,Hatchback,99003,Manual,1,Maruti S-Presso,2019,392000.0,Petrol,Comprehensive,5.0,998.0,21.7,Red,No,No,Power,170.0,5,9544,hyderabad
4724,Hatchback,76003,Manual,1,Maruti S-Presso,2019,401000.0,Petrol,Third Party insurance,5.0,998.0,21.7,Silver,No,No,Power,170.0,5,9544,hyderabad
4725,SUV,70000,Automatic,1,Audi Q5,2017,4200000.0,Diesel,Third Party insurance,5.0,1968.0,14.16,Others,Yes,No,Power,200.0,5,540,hyderabad
4726,Hatchback,101863,Manual,3,Maruti Baleno,2017,581000.0,Petrol,Third Party insurance,5.0,1197.0,21.4,Silver,No,No,Power,180.0,5,339,hyderabad
4727,Sedan,107344,Automatic,1,Volkswagen Vento,2018,909000.0,Diesel,Comprehensive,5.0,1498.0,22.15,White,Yes,No,Power,180.0,4,494,hyderabad
4728,SUV,100000,Automatic,3,Mercedes-Benz M-Class,2011,2400000.0,Diesel,Third Party insurance,5.0,2987.0,19.255853130413264,Others,Yes,No,Power,225.0,4,9544,hyderabad
4729,Hatchback,56129,Manual,1,Hyundai Grand i10,2018,543000.0,Petrol,Third Party insurance,5.0,1197.0,18.9,Red,No,No,Power,165.0,5,256,hyderabad
4730,MUV,70599,Manual,1,Maruti Ertiga,2019,1100000.0,Diesel,Comprehensive,7.0,1248.0,24.52,Red,Yes,No,Power,160.0,5,135,hyderabad
4731,Sedan,97208,Automatic,1,Honda Amaze,2018,743000.0,Diesel,Comprehensive,5.0,1498.0,23.8,White,Yes,No,Power,140.0,4,420,hyderabad
4732,Sedan,53509,Manual,2,Skoda Rapid,2020,997000.0,Petrol,Third Party,5.0,999.0,18.97,Red,Yes,No,Power,170.0,4,460,hyderabad
4733,SUV,52000,Manual,1,Jeep Compass,2017,1599000.0,Diesel,Third Party insurance,5.0,1956.0,17.1,White,Yes,No,Power,170.0,5,408,hyderabad
4734,Hatchback,97621,Manual,1,Hyundai i20,2021,811000.0,Petrol,Third Party insurance,5.0,1197.0,21.0,White,No,No,Electric,170.0,5,311,hyderabad
4735,Hatchback,113000,Manual,1,Hyundai i10,2009,250000.0,Petrol,Third Party insurance,5.0,1086.0,19.81,Red,No,No,Power,165.0,5,225,hyderabad
4736,MUV,152000,Manual,1,Toyota Innova,2008,650000.0,Diesel,Third Party insurance,8.0,2494.0,12.8,Red,No,No,Power,151.0,5,9544,hyderabad
4737,SUV,78000,Manual,1,Maruti SX4 S Cross,2018,975000.0,Diesel,Third Party insurance,5.0,1248.0,25.1,White,Yes,No,Power,164.5,5,353,hyderabad
4738,Sedan,93000,Automatic,1,Audi A4,2011,1199000.0,Diesel,Third Party insurance,5.0,1968.0,16.55,White,Yes,No,Power,210.0,4,480,hyderabad
4739,Sedan,48000,Manual,1,Mercedes-Benz S-Class,2001,999000.0,Petrol,Third Party insurance,5.0,2987.0,13.0,Silver,Yes,No,Power,250.0,4,560,hyderabad
4740,MUV,55000,Manual,1,Chevrolet Enjoy,2013,525000.0,Diesel,Third Party insurance,7.0,1248.0,18.2,CBeige,Yes,No,Power,170.0,5,195,hyderabad
4741,Sedan,131852,Manual,1,Maruti Swift Dzire,2012,420000.0,Diesel,Third Party insurance,5.0,1248.0,19.3,White,Yes,No,Power,170.0,4,464,hyderabad
4742,Hatchback,20000,Manual,1,Maruti Swift,2021,600000.0,Petrol,Third Party insurance,5.0,1197.0,21.21,Others,No,No,Electric,170.0,5,268,hyderabad
4743,SUV,44416,Manual,1,Renault Duster,2019,996000.0,Diesel,Third Party insurance,5.0,1461.0,19.6,Blue,Yes,No,Power,168.0,5,475,hyderabad
4744,Hatchback,69408,Manual,3,Honda Brio,2012,311000.0,Petrol,Comprehensive,5.0,1198.0,19.4,Red,No,No,Power,170.0,5,175,hyderabad
4745,SUV,10000,Manual,1,Volkswagen Taigun,2022,1700000.0,Petrol,Third Party insurance,5.0,999.0,20.08,Black,Yes,No,Electric,170.0,5,385,hyderabad
4746,Hatchback,78911,Manual,2,Maruti Baleno,2016,572000.0,Petrol,Comprehensive,5.0,1197.0,21.4,Blue,No,No,Power,180.0,5,339,hyderabad
4747,Hatchback,85298,Manual,1,Datsun GO,2017,307000.0,Petrol,Zero Dep,5.0,1198.0,19.02,Red,No,No,Power,170.0,5,265,hyderabad
4748,Sedan,60529,Manual,1,Honda City,2014,454000.0,Petrol,Third Party,5.0,1497.0,17.4,White,No,No,Power,195.0,4,510,hyderabad
4749,Sedan,115276,Manual,2,Skoda Rapid,2017,775000.0,Diesel,Comprehensive,5.0,1498.0,21.13,Silver,Yes,No,Power,185.0,4,460,hyderabad
4750,SUV,60000,Automatic,1,Maruti Vitara Brezza,2019,850000.0,Diesel,Third Party insurance,5.0,1248.0,24.3,Others,Yes,No,Power,172.0,5,328,hyderabad
4751,SUV,30241,Manual,1,Renault Duster,2020,907000.0,Petrol,Third Party insurance,5.0,1498.0,16.42,White,No,No,Power,170.0,5,475,hyderabad
4752,Hatchback,24197,Manual,1,Hyundai Santro,2019,509000.0,Petrol,Comprehensive,5.0,1086.0,20.3,Others,No,No,Power,170.0,5,235,hyderabad
4753,SUV,20000,Automatic,1,Mercedes-Benz GLA,2022,4800000.0,Petrol,Third Party insurance,5.0,1332.0,19.255853130413264,Others,Yes,No,Power,210.0,5,9544,hyderabad
4754,Hatchback,44981,Manual,1,Hyundai i20 N Line,2021,940000.0,Petrol,Third Party,5.0,998.0,20.0,White,Yes,No,Electric,170.0,5,9544,hyderabad
4755,Hatchback,85497,Manual,2,Nissan Micra,2011,227000.0,Diesel,Comprehensive,5.0,1461.0,23.08,Maroon,No,No,Power,170.0,5,251,hyderabad
4756,SUV,20000,Automatic,1,Audi Q5,2022,6200000.0,Petrol,Third Party insurance,5.0,1984.0,13.47,Others,No,No,Power,237.0,5,9544,hyderabad
4757,Hatchback,30000,Manual,1,Maruti Baleno,2019,650000.0,Petrol,Third Party insurance,5.0,1197.0,21.4,Others,No,No,Power,180.0,5,339,hyderabad
4758,Hatchback,80000,Manual,1,Maruti Swift,2017,580000.0,Diesel,Third Party insurance,5.0,1248.0,28.4,Grey,Yes,No,Power,170.0,5,9544,hyderabad
4759,Hatchback,41000,Automatic,1,Honda Brio,2017,595000.0,Petrol,Third Party insurance,5.0,1198.0,16.5,White,No,No,Power,145.0,5,175,hyderabad
4760,SUV,73000,Automatic,1,Hyundai Creta,2017,1100000.0,Diesel,Third Party insurance,5.0,1582.0,17.01,Black,Yes,No,Power,190.0,5,400,hyderabad
4761,Sedan,40000,Manual,1,Maruti Swift Dzire,2022,770000.0,Petrol,Third Party insurance,5.0,1197.0,22.41,Others,No,No,Electric,170.0,4,378,hyderabad
4762,Hatchback,27000,Manual,1,Maruti Swift,2018,695000.0,Petrol,Comprehensive,5.0,1197.0,22.0,Red,No,No,Power,170.0,5,268,hyderabad
4763,Hatchback,57380,Manual,3,Tata Tiago,2018,496000.0,Petrol,Comprehensive,5.0,1199.0,23.84,Silver,No,No,Power,150.0,5,242,hyderabad
4764,Sedan,81334,Automatic,1,Hyundai Elantra,2018,1261000.0,Diesel,Third Party,5.0,1582.0,18.23,Silver,Yes,No,Power,191.0,4,420,hyderabad
4765,Sedan,70000,Manual,1,Maruti Swift Dzire,2022,875000.0,CNG,Third Party insurance,5.0,1197.0,31.12,Others,No,No,Electric,170.0,4,9544,hyderabad
4766,SUV,32483,Manual,1,Tata Nexon,2021,928000.0,Diesel,Third Party insurance,5.0,1497.0,23.22,Red,Yes,No,Electric,170.0,5,350,hyderabad
4767,SUV,71220,Manual,2,Maruti Vitara Brezza,2016,803999.9999999999,Diesel,Third Party insurance,5.0,1248.0,24.3,Blue,Yes,No,Power,172.0,5,328,hyderabad
4768,SUV,17459,Manual,1,Kia Sonet,2021,1100000.0,Petrol,Not Available,5.0,998.0,18.2,Black,Yes,No,Electric,170.0,5,392,hyderabad
4769,SUV,6517,Manual,1,Maruti Brezza,2023,1275000.0,Petrol,Comprehensive,5.0,1462.0,17.38,White,No,No,Electric,170.0,5,328,hyderabad
4770,SUV,70427,Manual,1,Hyundai Creta,2018,950000.0,Diesel,Comprehensive,5.0,1396.0,22.1,Black,No,No,Power,170.0,5,400,hyderabad
4771,Hatchback,52306,Automatic,1,Maruti Alto K10,2018,400000.0,Petrol,Comprehensive,5.0,998.0,23.95,Grey,No,No,Power,145.0,5,177,hyderabad
4772,Sedan,111670,Automatic,1,Volkswagen Vento,2015,550000.0,Diesel,Comprehensive,5.0,1498.0,21.21,White,Yes,No,Power,186.0,4,454,hyderabad
4773,Hatchback,40000,Manual,1,Maruti Wagon R,2019,475000.0,Petrol,Third Party insurance,5.0,998.0,21.79,Others,No,No,Power,170.0,5,341,hyderabad
4774,Hatchback,67000,Manual,1,Hyundai i20 Active,2017,720000.0,Diesel,Third Party insurance,5.0,1396.0,21.19,Silver,Yes,No,Power,165.0,5,285,hyderabad
