,it,ft,bt,km,transmission,ownerNo,owner,oem,model,modelYear,centralVariantId,variantName,price,priceActual,priceSaving,priceFixedText,trendingText.imgUrl,trendingText.heading,trendingText.desc,heading,bottomData,Engine Displacement,Fuel Type,Insurance Validity,Kms Driven,Ownership,RTO,Registration Year,Seats,Transmission,Year of Manufacture,heading,commonIcon,Engine,Max Power,Mileage,Seats,Torque,Wheel Size,Color,Engine Type,Displacement,Max Power,Max Torque,No of Cylinder,Values per Cylinder,Value Configuration,Fuel Suppy System,BoreX Stroke,Compression Ratio,Turbo Charger,Super Charger,Length,Width,Height,Wheel Base,Front Tread,Rear Tread,Kerb Weight,Gross Weight,Gear Box,Drive Type,Seating Capacity,Steering Type,Turning Radius,Front Brake Type,Rear Brake Type,Tyre Type,Alloy Wheel Size,No Door Numbers,Cargo Volumn,Top Speed,Acceleration,Ground Clearance Unladen,City
612,0,Petrol,Hatchback,"91,603",Manual,2,2nd Owner,Maruti,Maruti Alto 800,2016,7073,LXI,₹ 2.57 Lakh,₹ 2.85 Lakh,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Car overview,,796 cc,Petrol,Comprehensive,"91,603 Kms",Second Owner,TS08,Dec 2016,5 Seats,Manual,2016.0,Specifications,,796 CC,47.33bhp,22.05 kmpl,5,69Nm,,White,F8D Petrol Engine,796,47.33bhp@6000rpm,69Nm@3500rpm,3.0,4.0,,,,,,,3445,1515,1475,2360,1295,1290,755,1185,5 Speed,,5,,4.6,Disc,Drum,Tubeless Tyres,,5,,,,,hyderabad
613,0,Petrol,Hatchback,"28,246",Manual,1,1st Owner,Toyota,Toyota Glanza,2021,10232,G,₹ 7.67 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Car overview,,1197 cc,Petrol,Zero Dep,"28,246 Kms",First Owner,TS02,Aug 2021,5 Seats,Manual,2021.0,Specifications,,1197 CC,88.50bhp,22.35 kmpl,5,113Nm,16,Red,1.2 L Petrol Engine,1197,88.50bhp@6000rpm,113Nm@4400rpm,4.0,4.0,,,,,,,3990mm,1745,1500,2520,,,920-955,1410,5-Speed,,5,Power,4.85,Disc,Drum,"Tubeless, Radial",16,5,318,,,,hyderabad
614,0,Diesel,Sedan,"1,71,000",Manual,3,3rd Owner,Renault,Renault Scala,2013,5127,Diesel RxZ,₹ 2.60 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Car overview,,1461 cc,Diesel,Third Party insurance,"1,71,000 Kms",Third Owner,,2013,5 Seats,Manual,2013.0,Specifications,,1461 CC,84.8bhp,21.64 kmpl,5,200Nm,15,Silver,dCi Diesel Engine ,1461,84.8bhp@3750rpm,200Nm@2000rpm,4.0,4.0,DOHC,Direct Injection,,,Yes,No,4425mm,1695mm,1505mm,2600mm,1480mm,1485mm,1080kg,,5 Speed,FWD,5,Power,5.3 metres,Ventilated Disc,Drum,"Tubeless,Radial",15,4,490-litres,160 Kmph,16 Seconds,,hyderabad
615,0,Petrol,Hatchback,"30,224",Manual,1,1st Owner,Tata,Tata Tiago,2021,7381,XT BSVI,₹ 5.81 Lakh,₹ 5.87 Lakh,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Car overview,,1199 cc,Petrol,Third Party,"30,224 Kms",First Owner,TS07,Jan 2022,5 Seats,Manual,2021.0,Specifications,,1199 CC,84.82bhp,19.01 kmpl,5,113Nm,,Red,1.2 L Revotron,1199,84.82bhp@6000rpm,113Nm@3300rpm,3.0,4.0,,,,,,,3765mm,1677,1535,2400,,,982,,5-Speed,,5,Electric,,Disc,Drum,"Tubeless, Radial",,5,,,,,hyderabad
616,0,Diesel,Sedan,"70,000",Manual,1,1st Owner,Honda,Honda City,2017,5622,i-DTEC V,₹ 10.25 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Car overview,,1498 cc,Diesel,Third Party insurance,"70,000 Kms",First Owner,TS07,2017,5 Seats,Manual,2017.0,Specifications,,1498 CC,97.9bhp,25.6 kmpl,5,200Nm,15,Others,i DTEC Diesel Engine,1498,97.9bhp@3600rpm,200Nm@1750rpm,4.0,4.0,DOHC,Direct Injection,76.0 X 82.5 mm,16.0:1,Yes,No,4440mm,1695mm,1495mm,2600mm,1490mm,1480mm,1148kg,1523kg,6 Speed,FWD,5,Power,5.3 metres,Vantilated Disc,Drum,"Tubeless,Radial",15,4,510,175 Kmph,10 Seconds,,hyderabad
617,0,Diesel,Hatchback,"1,20,000",Manual,3,3rd Owner,Hyundai,Hyundai i20,2013,1657,Asta 1.4 CRDi,₹ 4 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Car overview,,1396 cc,Diesel,Third Party insurance,"1,20,000 Kms",Third Owner,,2013,5 Seats,Manual,2013.0,Specifications,,1396 CC,88.76bhp,21.27 kmpl,5,219.6Nm,14,Others,U2 CRDI Diesel Engine,1396,88.76bhp@4000rpm,219.6Nm@1500-2750rpm,4.0,4.0,DOHC,CRDI,,,No,No,3995mm,1710mm,1505mm,2525mm,1505mm,1503mm,1120,,6 Speed,FWD,5,Power,,Disc,Disc,"Tubeless,Radial",14,5,,,,,hyderabad
618,0,Diesel,SUV,"1,20,000",Manual,2,2nd Owner,Maruti,Maruti Vitara Brezza,2017,4299,ZDi,₹ 7.50 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Car overview,,1248 cc,Diesel,Third Party insurance,"1,20,000 Kms",Second Owner,,2017,5 Seats,Manual,2017.0,Specifications,,1248 CC,88.5bhp,24.3 kmpl,5,200Nm,16,Black,DDiS 200 Diesel Engine,1248,88.5bhp@4000rpm,200Nm@1750rpm,4.0,4.0,DOHC,CRDi,69.6 X 82,,Yes,No,3995mm,1790mm,1640mm,2500mm,,,1190kg,1680kg,5 Speed,FWD,5,Power,5.2 meters,Ventilated Disc,Drum,"Tubeless,Radial",16,5,328-litres,172 kmph,12.36 Seconds,,hyderabad
619,0,Diesel,Sedan,"80,000",Manual,2,2nd Owner,Skoda,Skoda Rapid,2020,3141,1.5 TDI Ambition BSIV,₹ 10 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Car overview,,1498 cc,Diesel,Third Party insurance,"80,000 Kms",Second Owner,TS09,2020,5 Seats,Manual,2020.0,Specifications,,1498 CC,108.6bhp,21.13 kmpl,5,250Nm,15,Others,Diesel Engine,1498,108.6bhp@4000rpm,250Nm@1500-2500rpm,4.0,4.0,DOHC,Direct Injection,,,Yes,No,4413mm,1699mm,1466mm,2552mm,,,1192kg,1750Kg,5 Speed,FWD,5,Power,5.3 meters,Disc,Drum,"Tubeless,Radial",15,4,460,185kmph,,120mm,hyderabad
620,0,Petrol,Sedan,"49,000",Automatic,1,1st Owner,Skoda,Skoda Octavia,2019,6121,1.8 TSI AT L K,₹ 21.50 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Car overview,,1798 cc,Petrol,Third Party insurance,"49,000 Kms",First Owner,TS11,Oct 2019,5 Seats,Automatic,2019.0,Specifications,,1798 CC,178bhp,15.1 kmpl,5,250Nm,16,beige,1.8TSI Petrol Engine,1798,178bhp@5100-6200rpm,250Nm@1250-5000rpm,4.0,4.0,DOHC,Direct Injection,82.5 x 84.2 mm,9.6:1,Yes,No,4670mm,1814mm,1476mm,2688mm,1539mm,1534mm,1376kg,1860kg,7 Speed,FWD,5,Power,5.2 metres,Disc,Disc,"Tubeless,Radial",16,4,590,220 Kmph,8.26 Seconds,155mm,hyderabad
621,0,Petrol,Hatchback,"70,000",Manual,1,1st Owner,Hyundai,Hyundai i20,2019,6250,Petrol Spotz,₹ 6.60 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Car overview,,1197 cc,Petrol,Third Party insurance,"70,000 Kms",First Owner,,2019,5 Seats,Manual,2019.0,Specifications,,1197 CC,81.86bhp,18.6 kmpl,5,114.73nm,,Others,Kappa VTVT Petrol Engine,1197,81.86bhp@6000rpm,114.73nm@4000rpm,4.0,4.0,DOHC,MPFI,,,No,No,3985mm,1734mm,1505mm,2570mm,1505mm,1503mm,1120,,5 Speed,FWD,5,Power,5.2 metres,Disc,Drum,Tubeless,,5,285-litres,170 Kmph,13.2 Seconds,,hyderabad
622,0,Diesel,SUV,"85,838",Manual,1,1st Owner,Ford,Ford Ecosport,2014,908,1.5 DV5 MT Titanium,₹ 6.62 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Car overview,,1498 cc,Diesel,Third Party insurance,"85,838 Kms",First Owner,TS10,Jan 2015,5 Seats,Manual,2014.0,Specifications,,1498 CC,89.84bhp,22.7 kmpl,5,204Nm,16,White,TDCi Diesel Engine,1498,89.84bhp@3750rpm,204Nm@2000-2750rpm,4.0,2.0,SOHC,Direct Injection,73.5 X 88.3 mm,16.0:1,Yes,No,3999mm,1765mm,1708mm,2520mm,1519mm,1524mm,1290kg,1740kg,5 Speed,FWD,5,Power,5.3 metres,Ventilated Disc,Drum,"Tubeless,Radial",16,5,346-litres,182 Kmph,13.5 Seconds,,hyderabad
623,0,Petrol,Hatchback,"68,000",Manual,1,1st Owner,Nissan,Nissan Micra Active,2016,3308,XV,₹ 3.95 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Car overview,,1198 cc,Petrol,Third Party insurance,"68,000 Kms",First Owner,TS09,Dec 2016,5 Seats,Manual,2016.0,Specifications,,1198 CC,67.04bhp,19.69 kmpl,5,104Nm,,Blue,In Line Petrol Engine,1198,67.04bhp@5000rpm,104Nm@4000rpm,3.0,4.0,DOHC,Electronic Fuel Injection,78 x 83.6,9.8:1,No,No,3801 mm,1665 mm,1530 mm,2450 mm,,,1095,,5 Speed,FWD,5,Power,4.65 metres,Ventilated Disc,Drum,"Tubeless,Radial",,5,251-litres,160 Kmph,15 Seconds,,hyderabad
624,0,Petrol,Hatchback,"38,607",Automatic,2,2nd Owner,Maruti,Maruti Celerio,2018,6054,ZXI Optional AMT BSIV,₹ 5.14 Lakh,₹ 5.24 Lakh,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Car overview,,998 cc,Petrol,Comprehensive,"38,607 Kms",Second Owner,TS36,Jul 2018,5 Seats,Automatic,2018.0,Specifications,,998 CC,67.04bhp,23.1 kmpl,5,90Nm,,Silver,K10B Engine,998,67.04bhp@6000rpm,90Nm@3500rpm,3.0,4.0,DOHC,MPFi,73 X 82 mm,11.0:1,No,No,3695mm,1600mm,1560mm,2425mm,1420mm,1410mm,850kg,1250kg,5 Speed,FWD,5,Power,4.7 metres,Ventilated Disc,Drum,"Tubeless, Radial",,5,235-litres,150 Kmph,15.05 Seconds,,hyderabad
625,0,Petrol,Hatchback,"48,934",Automatic,2,2nd Owner,Hyundai,Hyundai i20,2019,6813,Asta Option CVT BSIV,₹ 7.72 Lakh,₹ 7.87 Lakh,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Car overview,,1197 cc,Petrol,Third Party insurance,"48,934 Kms",Second Owner,TS10,May 2019,5 Seats,Automatic,2019.0,Specifications,,1197 CC,81.86bhp,17.4 kmpl,5,117nm,16,White,Kappa VTVT Petrol Engine,1197,81.86bhp@6000rpm,117nm@4000rpm,4.0,4.0,DOHC,MPFI,,,No,No,3985mm,1734mm,1505mm,2570mm,1505mm,1503mm,1054-1093 kg,,5 Speed,FWD,5,Power,5.2 metres,Disc,Drum,Tubeless,16,5,285,151.11 kmph,16.18 Seconds,,hyderabad
626,0,Petrol,Hatchback,"73,000",Manual,1,1st Owner,Hyundai,Hyundai i20,2018,6250,Petrol Spotz,₹ 6.80 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Car overview,,1197 cc,Petrol,Third Party insurance,"73,000 Kms",First Owner,TS29,Feb 2019,5 Seats,Manual,2018.0,Specifications,,1197 CC,81.86bhp,18.6 kmpl,5,114.73nm,,Red,Kappa VTVT Petrol Engine,1197,81.86bhp@6000rpm,114.73nm@4000rpm,4.0,4.0,DOHC,MPFI,,,No,No,3985mm,1734mm,1505mm,2570mm,1505mm,1503mm,1120,,5 Speed,FWD,5,Power,5.2 metres,Disc,Drum,Tubeless,,5,285-litres,170 Kmph,13.2 Seconds,,hyderabad
627,0,Petrol,Hatchback,"31,933",Manual,2,2nd Owner,Maruti,Maruti Alto 800,2014,7073,LXI,₹ 2.54 Lakh,₹ 2.70 Lakh,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Car overview,,796 cc,Petrol,Third Party insurance,"31,933 Kms",Second Owner,AP28,Apr 2014,5 Seats,Manual,2014.0,Specifications,,796 CC,47.33bhp,22.05 kmpl,5,69Nm,,Red,F8D Petrol Engine,796,47.33bhp@6000rpm,69Nm@3500rpm,3.0,4.0,,,,,,,3445,1515,1475,2360,1295,1290,755,1185,5 Speed,,5,,4.6,Disc,Drum,Tubeless Tyres,,5,,,,,hyderabad
628,0,Petrol,Hatchback,"54,959",Manual,1,1st Owner,Maruti,Maruti Wagon R,2013,4350,VXI BS IV,₹ 3.11 Lakh,₹ 3.26 Lakh,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Car overview,,998 cc,Petrol,Third Party insurance,"54,959 Kms",First Owner,AP11,Sept 2013,5 Seats,Manual,2013.0,Specifications,,998 CC,67.1bhp,18.9 kmpl,5,90Nm,14,Blue,K Series Petrol Engine,998,67.1bhp@6200rpm,90Nm@3500rpm,3.0,4.0,,MPFI,,,No,No,3595mm,1495mm,1700mm,2400mm,1295mm,1290mm,885kg,1350kg,5 Speed,FWD,5,Power,4.6metres,Ventilated Disc,Drum,"Tubeless, Radial",14,4,,,,,hyderabad
629,0,Diesel,Sedan,"49,000",Automatic,1,1st Owner,Jaguar,Jaguar XF,2014,5007,3.0 Litre S Premium Luxury,₹ 21.50 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Car overview,,2993 cc,Diesel,Third Party insurance,"49,000 Kms",First Owner,TS09,Sept 2014,5 Seats,Automatic,2014.0,Specifications,,2993 CC,270.9bhp,14.74 kmpl,5,600Nm,20,Blue,Diesel S Engine,2993,270.9bhp@4000rpm,600Nm@2000rpm,6.0,4.0,DOHC,Direct Injection,,,Yes,No,4961mm,1877mm,1460mm,2909mm,1559mm,1605mm,1780kg,2360kg,8 Speed,RWD,5,Power,5.75 metres,Disc,Disc,"Tubeless,Radial",20,4,540-litres,250 Kmph,6.4 Seconds,,hyderabad
630,0,Petrol,Sedan,"59,261",Automatic,1,1st Owner,Honda,Honda City,2017,1217,i VTEC CVT VX,₹ 10.15 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Car overview,,1497 cc,Petrol,Zero Dep,"59,261 Kms",First Owner,TS09,Mar 2017,5 Seats,Automatic,2017.0,Specifications,,1497 CC,117.3bhp,18 kmpl,5,145Nm,15,Silver,i VTEC Engine,1497,117.3bhp@6600rpm,145Nm@4600rpm,4.0,4.0,SOHC,PGM-Fi,73.0 X 89.4 mm,10.3:1,No,No,4440mm,1695mm,1495mm,2600mm,1480mm,1465mm,1085kg,,5 Speed CVT,FWD,5,Power,5.3 metres,Disc,Drum,"Tubeless,Radial",15,4,510-litres,195 Kmph,10 Seconds,,hyderabad
631,0,Diesel,Sedan,"42,000",Automatic,1,1st Owner,Audi,Audi A3,2019,7,35 TDI Technology,₹ 28.50 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Car overview,,1968 cc,Diesel,Third Party insurance,"42,000 Kms",First Owner,TS07,Jul 2019,5 Seats,Automatic,2019.0,Specifications,,1968 CC,143bhp,20.38 kmpl,5,320Nm,16,White,TDI Diesel Engine,1968,143bhp@3500-4000rpm,320Nm@1750-3000rpm,4.0,4.0,DOHC,CRDi,82.5 x 92.8,,Yes,No,4458mm,1796mm,1416mm,2637mm,1555mm,1526mm,1490Kg,1890kg,6 Speed,FWD,5,Power,5.35 metres,Ventilated Disc,Disc,"Tubeless,Radial",16,4,425,215 kmph,8.6 Seconds,,hyderabad
632,0,Petrol,Hatchback,"73,889",Manual,1,1st Owner,Maruti,Maruti Swift,2014,10403,VXI,₹ 4.61 Lakh,₹ 4.71 Lakh,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Car overview,,1197 cc,Petrol,Comprehensive,"73,889 Kms",First Owner,TS07,Nov 2014,5 Seats,Manual,2014.0,Specifications,,1197 CC,88.50bhp,22.38 kmpl,5,113Nm,,Red,K Series Dual jet,1197,88.50bhp@6000rpm,113Nm@4400rpm,4.0,4.0,,,,,,,3845mm,1735,1530,2450,1530,1530,875-905,1335,5-Speed,,5,Electric,4.8,Disc,Drum,"Radial, Tubeless",,5,268,,,,hyderabad
633,0,Petrol,Hatchback,"44,363",Manual,2,2nd Owner,Renault,Renault KWID,2019,7429,RXT,₹ 3.72 Lakh,₹ 4.03 Lakh,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Car overview,,799 cc,Petrol,Third Party,"44,363 Kms",Second Owner,TS11,Jun 2019,5 Seats,Manual,2019.0,Specifications,,799 CC,53.26bhp,22.3 kmpl,5,72Nm,,White,Petrol Engine,799,53.26bhp@5600rpm,72Nm@4250rpm,3.0,4.0,DOHC,MPFi,,,No,No,3731mm,1579mm,1474mm,2422mm,,,710,,5 Speed,FWD,5,Electric,4.9 metres,Disc,Drum,"Tubeless,Radial",,5,279,,16 Seconds,,hyderabad
634,0,Diesel,Sedan,"54,000",Automatic,1,1st Owner,Mercedes-Benz,Mercedes-Benz E-Class,2011,4611,E250 CDI Avantgarde,₹ 14.50 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Car overview,,2143 cc,Diesel,Third Party insurance,"54,000 Kms",First Owner,AP28,Jul 2011,5 Seats,Automatic,2011.0,Specifications,,2143 CC,203bhp,14.21 kmpl,5,500Nm,17,Black,4-in-line,2143,203bhp@4200rpm,500Nm@1600-1800rpm,4.0,4.0,,,,16.2+/-2:1,Yes,No,4868mm,1854mm,1471mm,2874mm,1585mm,1604mm,1800kg,,5 Speed,Rear Wheel Drive with ESP,5,Power,5.6 metres,Ventilated Disc,Ventilated Disc,"Tubeless,Radial",17,4,540-litre,242km/hr,7.5 Seconds,,hyderabad
635,0,Petrol,Sedan,"50,151",Manual,1,1st Owner,Hyundai,Hyundai Verna,2017,1775,1.6 SX VTVT,₹ 8.03 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Car overview,,1591 cc,Petrol,Third Party,"50,151 Kms",First Owner,TS07,Dec 2017,5 Seats,Manual,2017.0,Specifications,,1591 CC,121.3bhp,17.01 kmpl,5,154.9Nm,16,Black,VTVT Petrol Engine,1591,121.3bhp@6300rpm,154.9Nm@4200rpm,4.0,4.0,DOHC,MPFI,77.0 X 85.44 mm,10.5:1,No,No,4375mm,1700mm,1475mm,2570mm,,,1290,,5 Speed,FWD,5,Power,5.2 metres,Disc ,Drum,Tubeless,16,4,465-litres,196 Kmph,10.5 Seconds,,hyderabad
636,0,Lpg,Hatchback,"1,20,000",Manual,1,1st Owner,Hyundai,Hyundai Santro Xing,2010,1712,GLS LPG,₹ 2.20 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Car overview,,1086 cc,LPG,Third Party insurance,"1,20,000 Kms",First Owner,,2010,5 Seats,Manual,2010.0,Specifications,,1086 CC,62.1bhp,13.45 kmpl,5,96.1Nm,13,Others,Bifuel Engine,1086,62.1bhp@5500rpm,96.1Nm@3000rpm,3.0,4.0,SOHC,MPFI+LPG,,,No,No,3565mm,1525mm,1590mm,2380mm,1315mm,1300mm,845,,5 Speed,FWD,5,Power,4.4 meters,Ventilated Disc,Drum,"Tubeless,Radial",13,5,,,,,hyderabad
637,0,Diesel,Sedan,"92,000",Automatic,1,1st Owner,Volvo,Volvo S60,2012,2070,D5 Summum,₹ 11.50 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Car overview,,2400 cc,Diesel,Third Party insurance,"92,000 Kms",First Owner,AP28,Aug 2012,5 Seats,Automatic,2012.0,Specifications,,2400 CC,215bhp,13.2 kmpl,5,440Nm,17,Silver,In Line TwinTurbo Engine,2400,215bhp@4000rpm,440Nm@1500rpm,5.0,4.0,DOHC,Common Rail Direct Injection,81X93.15 mm,16.5 :1,Yes,No,4628mm,2097mm,1484mm,2776mm,1588mm,1585mm,1651kg,2200kg,6 Speed,AWD,5,Power,5.95 metres,Ventilated Disc,Disc,"Tubeless,Radial",17,4,380-litres,225km/hr,7.7 Seconds,,hyderabad
638,0,Diesel,Sedan,"51,000",Automatic,1,1st Owner,Jaguar,Jaguar XF,2017,5439,2.0 Diesel Portfolio,₹ 29.95 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Car overview,,1999 cc,Diesel,Comprehensive,"51,000 Kms",First Owner,AP05,Jul 2018,5 Seats,Automatic,2017.0,Specifications,,1999 CC,177bhp,19.33 kmpl,5,430Nm,20,White,Diesel Engine,1999,177bhp@4000rpm,430Nm@1750-2500rpm,4.0,4.0,DOHC,Direct Injection,,,Yes,No,5067mm,2091mm,1457mm,2960mm,1605mm,1594mm,1760kg,2250kg,8 Speed,RWD,5,Power,5.8 metres,Disc,Disc,"Tubeless,Radial",20,4,505,229 kmph,9.36 Seconds,,hyderabad
639,0,Petrol,SUV,"70,000",Automatic,1,1st Owner,Mercedes-Benz,Mercedes-Benz GLE,2018,5533,43 AMG Coupe,₹ 69.50 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Car overview,,2996 cc,Petrol,Third Party insurance,"70,000 Kms",First Owner,AP05,Aug 2018,5 Seats,Automatic,2018.0,Specifications,,2996 CC,384.87bhp,8.9 kmpl,5,520Nm,21,Blue,V Type Petrol Engine,2996,384.87bhp@6100rpm,520Nm@2000-4200rpm,6.0,4.0,DOHC,Direct Injection,,,Yes,No,4891mm,2129mm,1719mm,2915mm,1665mm,1713mm,2240Kg,2880kg,9 Speed,AWD,5,Power,5.9 metres,Ventilated Disc,Ventilated Disc,"Radial,Tubeless",21,5,650-litres,250 Kmph,5.7 Seconds,,hyderabad
640,0,Petrol,SUV,"72,253",Manual,1,1st Owner,Hyundai,Hyundai Venue,2019,6945,SX Turbo BSIV,₹ 9 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Car overview,,998 cc,Petrol,Not Available,"72,253 Kms",First Owner,TS09,Oct 2019,5 Seats,Manual,2019.0,Specifications,,998 CC,118.35bhp,18.27 kmpl,5,171.6Nm,16,Blue,,998,118.35bhp@6000rpm,171.6Nm@1500-4000rpm,3.0,4.0,,GDi,,,Yes,,3995 mm,1770 mm,1605 mm,2500 mm,,,1340,,6-Speed,FWD,5,Power,,Disc,Drum,Radial,16,5,350 L,,,190mm,hyderabad
641,0,Diesel,SUV,"51,757",Manual,1,1st Owner,Mahindra,Mahindra XUV500,2015,8164,R W10 FWD,₹ 14 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Car overview,,2179 cc,Diesel,Not Available,"51,757 Kms",First Owner,TS07,Nov 2015,7 Seats,Manual,2015.0,Specifications,,2179 CC,140bhp,16 kmpl,7,330Nm,17,Purple,mHawk Diesel Engine,2179,140bhp@3750rpm,330Nm@1600-2800rpm,4.0,4.0,DOHC,Direct Injection,,,Yes,No,4585mm,1890mm,1785mm,2700mm,,,1655,2510kg,6 Speed,FWD,7,Power,5.6 metres,Disc,Disc,Tubeless Tyres,17,5,720-litres,185 Kmph,10 Seconds,,hyderabad
642,0,Petrol,Hatchback,"46,000",Manual,1,1st Owner,Chevrolet,Chevrolet Beat,2012,435,LS,₹ 2.95 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Car overview,,1199 cc,Petrol,Third Party insurance,"46,000 Kms",First Owner,AP29,Aug 2012,5 Seats,Manual,2012.0,Specifications,,1199 CC,79.4bhp,18.6 kmpl,5,108Nm,14,Grey,Smartech Engine,1199,79.4bhp@6200rpm,108Nm@4400rpm,4.0,4.0,DOHC,MPFI,,,No,No,3640mm,1595mm,1520mm,2375mm,,,950,,5 Speed,FWD,5,Power,4.85 metres ,Disc,Drum,"Tubeless,Radial",14,5,170-litres,,,,hyderabad
643,0,Diesel,SUV,"24,648",Manual,1,1st Owner,Tata,Tata Harrier,2022,7503,XZ BSVI,₹ 19.65 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Car overview,,1956 cc,Diesel,Third Party,"24,648 Kms",First Owner,TS08,Jun 2022,5 Seats,Manual,2022.0,Specifications,,1956 CC,167.67bhp,16.35 kmpl,5,350Nm,17,White,Kryotec 2.0 L Turbocharged Engine,1956,167.67bhp@3750rpm,350Nm@1750-2500rpm,4.0,4.0,,,,,Yes,,4598mm,1894mm,1706mm,2741mm,,,1660,,6-Speed,,5,Power,,Disc,Drum,"Tubeless, Radial",17,5,425,,,,hyderabad
644,0,Petrol,Hatchback,"61,201",Manual,1,1st Owner,Maruti,Maruti Wagon R,2013,4309,LXI BS IV,₹ 3.06 Lakh,₹ 3.14 Lakh,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Car overview,,998 cc,Petrol,Comprehensive,"61,201 Kms",First Owner,AP29,Oct 2013,5 Seats,Manual,2013.0,Specifications,,998 CC,67.04bhp,20.51 kmpl,5,90Nm,,Others,K10B Petrol Engine,998,67.04bhp@6200rpm,90Nm@3500rpm,3.0,4.0,DOHC,,69 x 72 mm,,No,No,3599mm,1495mm,1700mm,2400mm,1295mm,1290mm,870kg,1350kg,5 Speed,FWD,5,Power,4.6 metres,Ventilated Disc,Drum,Tubeless Tyres,,5,180-liters,152 kmph,18.6 Seconds,,hyderabad
645,0,Diesel,SUV,"23,000",Manual,1,1st Owner,Tata,Tata Harrier,2021,7503,XZ BSVI,₹ 20.15 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Car overview,,1956 cc,Diesel,Third Party insurance,"23,000 Kms",First Owner,TS04,Sept 2021,5 Seats,Manual,2021.0,Specifications,,1956 CC,167.67bhp,16.35 kmpl,5,350Nm,17,Red,Kryotec 2.0 L Turbocharged Engine,1956,167.67bhp@3750rpm,350Nm@1750-2500rpm,4.0,4.0,,,,,Yes,,4598mm,1894mm,1706mm,2741mm,,,1660,,6-Speed,,5,Power,,Disc,Drum,"Tubeless, Radial",17,5,425,,,,hyderabad
