,it,ft,bt,km,transmission,ownerNo,owner,oem,model,modelYear,centralVariantId,variantName,price,priceActual,priceSaving,priceFixedText,trendingText.imgUrl,trendingText.heading,trendingText.desc,heading,bottomData,Engine Displacement,Fuel Type,Insurance Validity,Kms Driven,Ownership,RTO,Registration Year,Seats,Transmission,Year of Manufacture,heading,commonIcon,Engine,Max Power,Mileage,Seats,Torque,Wheel Size,Color,Engine Type,Displacement,Max Power,Max Torque,No of Cylinder,Values per Cylinder,Fuel Suppy System,Turbo Charger,Length,Width,Height,Wheel Base,Kerb Weight,Gear Box,Drive Type,Seating Capacity,Steering Type,Front Brake Type,Rear Brake Type,Tyre Type,Alloy Wheel Size,No Door Numbers,Cargo Volumn,Value Configuration,Super Charger,Turning Radius,Top Speed,Acceleration,Gross Weight,Front Tread,Rear Tread,BoreX Stroke,Compression Ratio,Ground Clearance Unladen,City
939,0,Petrol,Hatchback,"40,000",Manual,1,1st Owner,Hyundai,Hyundai Grand i10,2015,1542,Asta,₹ 3.95 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Car overview,,1197 cc,Petrol,Comprehensive,"40,000 Kms",First Owner,DL8C,Aug 2015,5 Seats,Manual,2015,Specifications,,1197 CC,82bhp,18.9 kmpl,5,114Nm,14,Blue,Kappa VTVT Petrol Engine,1197,82bhp@6000rpm,114Nm@4000rpm,4.0,4.0,MPFI,No,3765mm,1660mm,1520mm,2425mm,935kg,5 Speed,FWD,5,Power,Disc,Drum,Tubeless,14,5,256-liters,DOHC,No,4.8 metres,165 Kmph,12.9 Seconds,,1479mm,1493mm,,,,delhi
940,0,Petrol,Sedan,"1,15,500",Manual,1,1st Owner,Toyota,Toyota Etios,2011,2185,VX,₹ 2.17 Lakh,₹ 2.30 Lakh,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Car overview,,1496 cc,Petrol,Comprehensive,"1,15,500 Kms",First Owner,HR26,May 2011,5 Seats,Manual,2011,Specifications,,1496 CC,88.7bhp,17.6 kmpl,5,132Nm,15,Silver,"2NR-FE ,Gasoline, 4 Cylin",1496,88.7bhp@5600rpm,132Nm@3000rpm,4.0,4.0,EFI(Electronic Fuel Injection),No,4265mm,1695mm,1510mm,2550mm,930kg,5 Speed,FWD,5,Power,Ventilated Disc ,Drum,"Tubeless,Radial",15,4,595-litre,DOHC,No,4.9 metres,,,,,,,,,delhi
941,0,Petrol,Sedan,"67,000",Automatic,1,1st Owner,Skoda,Skoda Superb,2015,3203,Elegance 1.8 TSI AT,₹ 9.40 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Car overview,,1798 cc,Petrol,Comprehensive,"67,000 Kms",First Owner,DL8C,Aug 2015,5 Seats,Automatic,2015,Specifications,,1798 CC,157.75bhp,13.7 kmpl,5,250Nm,16,Silver,Petrol Engine,1798,157.75bhp@4500-6200rpm,250Nm@1500-4500rpm,4.0,4.0,Direct Injection,Yes,4833mm,1817mm,1482mm,2761mm,1598kg,7 Speed,FWD,5,Power,Disc,Disc,"Tubeless,Radial",16,4,565-litres,DOHC,No,5.4 metres,205 Kmph,9.1 Seconds,2091kg,,,,,,delhi
942,0,Petrol,SUV,"16,312",Manual,1,1st Owner,Hyundai,Hyundai Creta,2016,8179,1.6 VTVT SX Plus,₹ 8.87 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Car overview,,1591 cc,Petrol,Third Party,"16,312 Kms",First Owner,DL10,Feb 2016,5 Seats,Manual,2016,Specifications,,1591 CC,121.3bhp,13 kmpl,5,151Nm,17,Silver,VTVT Petrol Engine,1591,121.3bhp@6400rpm,151Nm@4850rpm,4.0,4.0,MPFi,No,4270mm,1780mm,1630mm,2590mm,1280,6 Speed,FWD,5,Power,Disc,Drum,Tubeless,17,5,400-litres,DOHC,No,5.3 metres,,,,,,,,,delhi
943,0,Petrol,Sedan,"60,000",Manual,2,2nd Owner,Maruti,Maruti Swift Dzire,2016,4216,LXI Option,₹ 4.80 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Car overview,,1197 cc,Petrol,Third Party insurance,"60,000 Kms",Second Owner,DL3C,2016,5 Seats,Manual,2016,Specifications,,1197 CC,83.14bhp,20.85 kmpl,5,115Nm,,Others,K Series VVT Engine,1197,83.14bhp@6000rpm,115Nm@4000rpm,4.0,4.0,MPFI,No,3995mm,1695mm,1555mm,2430mm,940kg,5 Speed,FWD,5,Power,Ventilated Disc,Drum,"Tubeless,Radial",,4,320-liters,DOHC,No,4.8 metres,158 Kmph,12.6 Seconds,1415kg,1485mm,1495mm,73 X 71.5 mm,11.0:1,,delhi
944,0,Petrol,MUV,"90,000",Manual,1,1st Owner,Honda,Honda Mobilio,2014,1364,S i-VTEC,₹ 4.25 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Car overview,,1497 cc,Petrol,Third Party insurance,"90,000 Kms",First Owner,DL03,2014,7 Seats,Manual,2014,Specifications,,1497 CC,117.3bhp,17.3 kmpl,7,145Nm,,Others,i-VTEC Engine,1497,117.3bhp@6600rpm,145Nm@4600rpm,4.0,4.0,PGM-FI,No,4386mm,1683mm,1603mm,2652mm,1145Kg,5 Speed,FWD,7,Power,Disc,Drum,"Tubeless,Radial",,5,223-litres,SOHC,No,5.2 metres,160 Kmph,16 Seconds,,,,73.0 X 89.4 mm,10.3:1,,delhi
945,0,Cng,Hatchback,"67,000",Manual,1,1st Owner,Hyundai,Hyundai Grand i10,2018,6921,1.2 Kappa Magna CNG BSIV,₹ 4.95 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Car overview,,1197 cc,CNG,Comprehensive,"67,000 Kms",First Owner,HR26,Aug 2018,5 Seats,Manual,2018,Specifications,,1197 CC,65.39bhp,18.9 km/kg,5,98Nm,,Silver,Kappa VTVT Petrol Engine,1197,65.39bhp@6000rpm,98Nm@4000rpm,4.0,4.0,MPFI,No,3765mm,1660mm,1520mm,2425mm,1080,5 Speed,FWD,5,Power,Disc,Drum,Tubeless,,5,256,DOHC,No,4.8 metres,165 Kmph,12.9 Seconds,,1479mm,1493mm,,,,delhi
946,0,Petrol,Sedan,"80,000",Manual,2,2nd Owner,Maruti,Maruti Ciaz,2015,4004,VXi,₹ 5.50 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Car overview,,1373 cc,Petrol,Third Party insurance,"80,000 Kms",Second Owner,,2015,5 Seats,Manual,2015,Specifications,,1373 CC,91.1bhp,20.73 kmpl,5,130Nm,,Others,k14B VVT Engine,1373,91.1bhp@6000rpm,130Nm@4000rpm,4.0,4.0,MPFI,No,4490mm,1730mm,1485mm,2650mm,1010kg,5 Speed,FWD,5,Power,Ventilated Disc,Drum,"Tubeless, Radial",,4,510-litres,DOHC,No,5.4 metres,190 kmph,14 Seconds,1490kg,1495mm,1505mm,73 X 82mm,10.1:1,,delhi
947,0,Petrol,Hatchback,"60,000",Manual,1,1st Owner,Hyundai,Hyundai i10,2011,1567,Era,₹ 1.37 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Car overview,,1086 cc,Petrol,Third Party insurance,"60,000 Kms",First Owner,UP16,2011,5 Seats,Manual,2011,Specifications,,1086 CC,68.05bhp,19.81 kmpl,5,99.04Nm,,Others,IRDE2 Engine,1086,68.05bhp@5500rpm,99.04Nm@4500rpm,4.0,3.0,MPFI,No,3585mm,1595mm,1550mm,2380mm,860kg,5 Speed,FWD,5,Power,Ventilated Disc,Drum,Tubeless,,5,225-litres,SOHC,No,4.7 metres,165 Kmph,14.3 Seconds,,1400mm,1385mm,,,,delhi
948,0,Petrol,Sedan,"34,253",Automatic,1,1st Owner,Honda,Honda City,2015,1276,i VTEC CVT SV,₹ 5.65 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Car overview,,1497 cc,Petrol,Comprehensive,"34,253 Kms",First Owner,DL9C,Aug 2015,5 Seats,Automatic,2015,Specifications,,1497 CC,117.3bhp,18 kmpl,5,145Nm,,Maroon,i VTEC Engine,1497,117.3bhp@6600rpm,145Nm@4600rpm,4.0,4.0,PGM-Fi,No,4440mm,1695mm,1495mm,2600mm,1065kg,5 Speed CVT,FWD,5,Power,Disc,Drum,"Tubeless,Radial",,4,510-litres,SOHC,No,5.3 metres,195 Kmph,10 Seconds,,1480mm,1465mm,73.0 X 89.4 mm,10.3:1,,delhi
949,0,Petrol,SUV,"27,000",Automatic,1,1st Owner,Kia,Kia Seltos,2019,7109,HTX IVT G,₹ 12.90 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Car overview,,1497 cc,Petrol,Comprehensive,"27,000 Kms",First Owner,HR26,Nov 2019,5 Seats,Automatic,2019,Specifications,,1497 CC,113.42bhp,16.8 kmpl,5,144nm,R17,White,Smartstream G1.5,1497,113.42bhp@6300rpm,144nm@4500rpm,4.0,4.0,MPI,No,4315mm,1800mm,1645mm,2610mm,1555,6-Speed IVT,2WD,5,Electric,Disc,Disc,"Tubeless,Radial",R17,5,433,DOHC,No,,,11.8,,,,,,190mm,delhi
950,0,Petrol,Hatchback,"64,000",Automatic,2,2nd Owner,Maruti,Maruti Celerio,2017,6048,VXI AMT BSIV,₹ 3.55 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Car overview,,998 cc,Petrol,Comprehensive,"64,000 Kms",Second Owner,DL6C,Jun 2017,5 Seats,Automatic,2017,Specifications,,998 CC,67.04bhp,23.1 kmpl,5,90Nm,,Grey,K10B Engine,998,67.04bhp@6000rpm,90Nm@3500rpm,3.0,4.0,MPFi,No,3695mm,1600mm,1560mm,2425mm,842kg,5 Speed,FWD,5,Power,Ventilated Disc,Drum,"Tubeless, Radial",,5,235-litres,DOHC,No,4.7 metres,150 Kmph,15.05 Seconds,1250kg,1420mm,1410mm,73 X 82 mm,11.0:1,,delhi
951,0,Petrol,Sedan,"67,827",Manual,1,1st Owner,Hyundai,Hyundai Xcent,2015,1871,1.2 Kappa SX Option,₹ 3.86 Lakh,₹ 3.90 Lakh,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Car overview,,1197 cc,Petrol,Third Party,"67,827 Kms",First Owner,DL12,Apr 2015,5 Seats,Manual,2015,Specifications,,1197 CC,82bhp,19.1 kmpl,5,114Nm,15,White,Kappa VTVT Petrol Engine,1197,82bhp@6000rpm,114Nm@4000rpm,4.0,4.0,Direct Injection,No,3995mm,1660mm,1520mm,2425mm,1120,5 Speed ,FWD ,5,Power,Disc ,Drum,Tubeless,15,4,407-litres,DOHC,No,4.7 metres,172 Kmph,14.2 Seconds,,1479mm,1493mm,,,,delhi
952,0,Petrol,Hatchback,"79,094",Manual,1,1st Owner,Maruti,Maruti Baleno,2018,3962,1.2 Delta,₹ 5.14 Lakh,₹ 5.29 Lakh,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Car overview,,1197 cc,Petrol,Zero Dep,"79,094 Kms",First Owner,DL8C,Sept 2018,5 Seats,Manual,2018,Specifications,,1197 CC,83.1bhp,21.4 kmpl,5,115Nm,,Others,VVT Petrol Engine,1197,83.1bhp@6000rpm,115Nm@4000rpm,4.0,4.0,MPFI,No,3995mm,1745mm,1510mm,2520mm,870kg,5 Speed,FWD,5,Power,Disc,Drum,"Tubeless,Radial",,5,339-litres,DOHC,No,4.9 meters,180 Kmph,12.36 seconds,1340kg,1515mm,1525mm,,,,delhi
953,0,Petrol,Sedan,"64,589",Manual,2,2nd Owner,Hyundai,Hyundai Verna,2012,1834,1.6 EX VTVT,₹ 3.25 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Car overview,,1591 cc,Petrol,Third Party,"64,589 Kms",Second Owner,DL12,Sept 2012,5 Seats,Manual,2012,Specifications,,1591 CC,121.3bhp,17.01 kmpl,5,154.9Nm,16,Grey,VTVT Petrol Engine,1591,121.3bhp@6300rpm,154.9Nm@4200rpm,4.0,4.0,MPFI,No,4375mm,1700mm,1475mm,2570mm,1240,5 Speed,FWD,5,Power,Disc ,Drum,"Tubeless,Radial",16,4,465-litre,DOHC,No,5.2 metres,196km/hr,10.5 Seconds,,,,77.0mm X 85.44mm,10.5;1,,delhi
954,0,Petrol,Hatchback,"88,309",Manual,1,1st Owner,Hyundai,Hyundai i20 Active,2015,1665,1.2 SX,₹ 5.08 Lakh,₹ 5.23 Lakh,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Car overview,,1197 cc,Petrol,Comprehensive,"88,309 Kms",First Owner,DL8C,Dec 2015,5 Seats,Manual,2015,Specifications,,1197 CC,81.86bhp,17.19 kmpl,5,114.73Nm,16,Silver,VTVT Petrol Engine,1197,81.86bhp@6000rpm,114.73Nm@4000rpm,4.0,4.0,MPFI,No,3995mm,1760mm,1555mm,2570mm,1040,5 Speed,FWD,5,Power,Disc,Drum,"Tubeless,Radial",16,5,285-litres,DOHC,No,5.2 metres,160 Kmph,14 Seconds,,,,,,,delhi
955,0,Petrol,Hatchback,"66,688",Manual,2,2nd Owner,Maruti,Maruti Swift,2018,10407,ZXI Plus,₹ 5.67 Lakh,₹ 5.96 Lakh,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Car overview,,1197 cc,Petrol,Comprehensive,"66,688 Kms",Second Owner,HR26,Sept 2018,5 Seats,Manual,2018,Specifications,,1197 CC,88.50bhp,22.38 kmpl,5,113Nm,15,Silver,K Series Dual jet,1197,88.50bhp@6000rpm,113Nm@4400rpm,4.0,4.0,,,3845mm,1735,1530,2450,875-905,5-Speed,,5,Electric,Disc,Drum,"Radial, Tubeless",15,5,268,,,4.8,,,1335,1520,1520,,,,delhi
956,0,Petrol,Hatchback,"20,000",Manual,1,1st Owner,Maruti,Maruti Baleno,2022,6778,Sigma,₹ 6.70 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Car overview,,1197 cc,Petrol,Third Party insurance,"20,000 Kms",First Owner,,2022,5 Seats,Manual,2022,Specifications,,1197 CC,81.80bhp,21.01 kmpl,5,113Nm,,Black,1.2L VVT Engine,1197,81.80bhp@6000rpm,113Nm@4200rpm,4.0,4.0,MPFI,No,3995mm,1745mm,1510mm,2520mm,865-890,5 Speed,FWD,5,Electric,Disc,Drum,"Tubeless,Radial",,5,339-litres,DOHC,No,4.9,,12.36 seconds,1340kg,1515mm,1525mm,,,,delhi
957,0,Petrol,Sedan,"60,653",Automatic,1,1st Owner,Maruti,Maruti Ciaz,2018,6555,Alpha Automatic BSIV,₹ 7.60 Lakh,₹ 7.80 Lakh,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Car overview,,1462 cc,Petrol,Third Party,"60,653 Kms",First Owner,DL8C,Jun 2018,5 Seats,Automatic,2018,Specifications,,1462 CC,103.25bhp,20.28 kmpl,5,138Nm,16,Silver,k15B VVT Engine,1462,103.25bhp@6000rpm,138Nm@4400rpm,4.0,4.0,MPFI,No,4490 mm,1730 mm,1485 mm,2650 mm,1105,4 Speed,FWD,5,Power,Ventilated Disc,Drum,"Tubeless, Radial",16,4,510-litres,DOHC,No,5.4 metres,,,1530Kg,,,74 x 85 mm,,,delhi
958,0,Diesel,MUV,"70,000",Automatic,1,1st Owner,Kia,Kia Carnival,2022,7341,Prestige,₹ 33.50 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Car overview,,2199 cc,Diesel,Third Party insurance,"70,000 Kms",First Owner,,2022,7 Seats,Automatic,2022,Specifications,,2199 CC,197.26bhp,14.11 kmpl,7,440Nm,18,White,D2.2L VGT Diesel,2199,197.26bhp@3800rpm,440Nm@1750-2750rpm,4.0,4.0,CRDi,Yes,5115mm,1985,1755,3060mm,2230,8-Speed,2WD,7,,Disc,Disc,"Tubeless, Radial",18,5,540,,,,,,,,,,,,delhi
959,0,Petrol,Hatchback,"86,527",Manual,1,1st Owner,Hyundai,Hyundai Grand i10,2017,5604,1.2 Kappa Sportz BSIV,₹ 3.98 Lakh,₹ 4.42 Lakh,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Car overview,,1197 cc,Petrol,Zero Dep,"86,527 Kms",First Owner,UP80,Jun 2017,5 Seats,Manual,2017,Specifications,,1197 CC,81.86bhp,18.9 kmpl,5,113.75nm,,Silver,Kappa VTVT Petrol Engine,1197,81.86bhp@6000rpm,113.75nm@4000rpm,4.0,4.0,MPFI,No,3765mm,1660mm,1520mm,2425mm,1120,5 Speed,FWD,5,Power,Disc,Drum,Tubeless,,5,256,DOHC,No,4.8 metres,165 Kmph,12.9 Seconds,,1479mm,1493mm,,,,delhi
960,0,Petrol,Sedan,"67,000",Manual,1,1st Owner,Honda,Honda Amaze,2017,6413,E Petrol BSIV,₹ 4.85 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Car overview,,1199 cc,Petrol,Comprehensive,"67,000 Kms",First Owner,UP32,May 2017,5 Seats,Manual,2017,Specifications,,1199 CC,88.76bhp,19.5 kmpl,5,110Nm,,White,i-VTEC Petrol Engine,1199,88.76bhp@6000rpm,110Nm@4800rpm,4.0,4.0,MPFi,No,3995mm,1695mm,1498mm,2470mm,905kg,5 Speed,FWD,5,Power,Disc,Drum,"Tubeless,Radial",,4,420,SOHC,No,4.7 metres,140 Kmph,15 Seconds,,,,,,,delhi
961,0,Petrol,Hatchback,"70,000",Manual,3,3rd Owner,Honda,Honda Jazz,2009,1348,Active,₹ 1.35 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Car overview,,1198 cc,Petrol,Third Party insurance,"70,000 Kms",Third Owner,,2009,5 Seats,Manual,2009,Specifications,,1198 CC,90(66) ,16 kmpl,5,110 (11.2) ,15,Others,SOHC i-VTEC,1198,90(66) @ 6200,110 (11.2) @ 4800,4.0,4.0,PGM - Fi,No,3900mm,1695mm,1535mm,2500mm,1055kg,5-Speed,FWD,5,Power,Disc,Drum,"Tubeless,Radial",15,5,,SOHC,No,4.9 m,,13.7 seconds,,1490mm,1475mm,,,,delhi
962,0,Petrol,SUV,"70,000",Automatic,3,3rd Owner,Ford,Ford Ecosport,2013,903,1.5 Ti VCT AT Titanium,₹ 3 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Car overview,,1499 cc,Petrol,Third Party insurance,"70,000 Kms",Third Owner,HR26,2013,5 Seats,Automatic,2013,Specifications,,1499 CC,110bhp,16.5 kmpl,5,140Nm,16,Red,Ti-VCT Petrol Engine,1499,110bhp@6300rpm,140Nm@4400rpm,4.0,4.0,Direct Injection,No,3999mm,1765mm,1708mm,2520mm,1290kg,6 Speed,FWD,5,Power,Ventlated Disc,Drum,"Tubeless,Radial",16,5,346-litres,DOHC,No,5.3 meters,182 Kmph,16 Seconds,1740kg,1519mm,1524mm,79 X 76.5 mm,11.0:1,,delhi
963,0,Petrol,Sedan,"70,311",Manual,1,1st Owner,Honda,Honda Amaze,2018,7440,S Petrol,₹ 5.25 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Car overview,,1199 cc,Petrol,Third Party insurance,"70,311 Kms",First Owner,UP16,Oct 2018,5 Seats,Manual,2018,Specifications,,1199 CC,88.76bhp,18.6 kmpl,5,110Nm,,Golden Brown,i-VTEC Petrol Engine,1199,88.76bhp@6000rpm,110Nm@4800rpm,4.0,4.0,MPFi,No,3995mm,1695mm,1501mm,2470mm,917kg,5 Speed,FWD,5,Electric,Disc,Drum,"Tubeless,Radial",,4,420,SOHC,No,4.7,,15 Seconds,,,,,,,delhi
964,0,Petrol,Hatchback,"54,000",Manual,1,1st Owner,Tata,Tata Tiago,2016,2983,1.2 Revotron XZ,₹ 3.75 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Car overview,,1199 cc,Petrol,Comprehensive,"54,000 Kms",First Owner,DL1C,Aug 2016,5 Seats,Manual,2016,Specifications,,1199 CC,84bhp,23.84 kmpl,5,114Nm,14,Brown,Revotron Engine,1199,84bhp@6000rpm,114Nm@3500rpm,3.0,4.0,MPFi,No,3746mm,1647mm,1535mm,2400mm,1012kg,5 Speed,FWD,5,Power,Disc,Drum,Tubeless,14,5,242-litres,DOHC,No,4.9 meters,150 kmph,14.3 Seconds,,1400mm,1420mm,77 X 85.8 mm,10.8:1,,delhi
965,0,Petrol,Sedan,"80,000",Manual,3,3rd Owner,Honda,Honda City,2009,1244,1.5 E MT,₹ 1.30 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Car overview,,1497 cc,Petrol,Third Party insurance,"80,000 Kms",Third Owner,DL4C,2009,5 Seats,Manual,2009,Specifications,,1497 CC,"118PS at 6,600 rpm",17 kmpl,5,146Nm at 4800 rpm,15,Others,In-Line Engine,1497,"118PS at 6,600 rpm",146Nm at 4800 rpm,4.0,4.0,EFI (Electronic Fuel Injection),No,4420mm,1695mm,1480mm,2550mm,1100kg,5 Speed,FWD,5,Power,Disc,Drum,"Tubeless,Radial",15,4,506 litres,SOHC,No,5.3 m,,,,,,,,,delhi
966,0,Diesel,SUV,"52,000",Manual,1,1st Owner,Honda,Honda WR-V,2017,5670,i-DTEC VX,₹ 5.95 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Car overview,,1498 cc,Diesel,Third Party insurance,"52,000 Kms",First Owner,UP14,Jul 2017,5 Seats,Manual,2017,Specifications,,1498 CC,98.6bhp,25.5 kmpl,5,200Nm,16,Silver,i-DTEC Diesel Engine,1498,98.6bhp@3600rpm,200Nm@1750rpm,4.0,4.0,CRDi,Yes,3999mm,1734mm,1601mm,2555mm,1198kg,6 Speed,FWD,5,Electric,Ventilated Disc,Drum,"Tubeless,Radial",16,5,363 Litres,DOHC,No,5.3 metres,176 kmph,12.43 Seconds,,,,,,,delhi
967,0,Petrol,Hatchback,"20,000",Manual,1,1st Owner,Maruti,Maruti Wagon R,2010,4339,LXI Minor,₹ 2 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Car overview,,1061 cc,Petrol,Third Party insurance,"20,000 Kms",First Owner,,2010,5 Seats,Manual,2010,Specifications,,1061 CC,67bhp,18.9 kmpl,5,84Nm,13,Others,FC Petrol Engine,1061,67bhp@6200rpm,84Nm@3500rpm,3.0,4.0,MPFI,No,3595mm,1475mm,1700mm,2400mm,870kg,5 Speed,FWD,5,Power,Ventilated Disc,Drum,"Tubeless, Radial",13,4,,,No,4.6metres,,,1350kg,1295mm,1290mm,,,,delhi
968,0,Diesel,Hatchback,"80,000",Manual,1,1st Owner,Hyundai,Hyundai i20,2019,6255,Diesel Magna,₹ 5.31 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Car overview,,1396 cc,Diesel,Third Party insurance,"80,000 Kms",First Owner,UP14,2019,5 Seats,Manual,2019,Specifications,,1396 CC,88.76bhp,22.54 kmpl,5,219.66nm,,Others,U2 CRDI Diesel Engine,1396,88.76bhp@4000rpm,219.66nm@1500-2750rpm,4.0,4.0,CRDI,Yes,3985mm,1734mm,1505mm,2570mm,1140,6 Speed,FWD,5,Power,Disc,Drum,Tubeless,,5,285-litres,DOHC,No,5.2 metres,180 Kmph,13.57 Seconds,,1505mm,1503mm,,,,delhi
969,0,Petrol,Hatchback,"1,10,000",Manual,3,3rd Owner,Maruti,Maruti Wagon R,2009,4339,LXI Minor,₹ 1.50 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Car overview,,1061 cc,Petrol,Third Party insurance,"1,10,000 Kms",Third Owner,DL3C,2009,5 Seats,Manual,2009,Specifications,,1061 CC,67bhp,18.9 kmpl,5,84Nm,13,Silver,FC Petrol Engine,1061,67bhp@6200rpm,84Nm@3500rpm,3.0,4.0,MPFI,No,3595mm,1475mm,1700mm,2400mm,870kg,5 Speed,FWD,5,Power,Ventilated Disc,Drum,"Tubeless, Radial",13,4,,,No,4.6metres,,,1350kg,1295mm,1290mm,,,,delhi
970,0,Diesel,SUV,"15,000",Automatic,1,1st Owner,Mahindra,Mahindra Thar,2021,8076,LX 4-Str Hard Top Diesel AT BSVI,₹ 16.25 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Car overview,,2184 cc,Diesel,Comprehensive,"15,000 Kms",First Owner,DL1C,Dec 2021,4 Seats,Automatic,2021,Specifications,,2184 CC,130bhp,,4,300Nm,18,Red,mHawk 130 Engine,2184,130bhp@3750rpm,300Nm@1600-2800rpm,4.0,4.0,,Yes,3985mm,1855mm,1844mm,2450mm,1755,6 Speed,4X4,4,Power,Disc,Drum,"Radial, Tubeless",18,3,,,,,,,,1520mm,1520mm,,,,delhi
971,0,Cng,Hatchback,"69,821",Manual,1,1st Owner,Maruti,Maruti Wagon R,2019,6838,CNG LXI BSIV,₹ 5.03 Lakh,₹ 5.18 Lakh,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Car overview,,998 cc,CNG,Zero Dep,"69,821 Kms",First Owner,DL5C,Jan 2020,5 Seats,Manual,2019,Specifications,,998 CC,67.04bhp,33.54 kmpl,5,90Nm,,White,K10B Petrol Engine,998,67.04bhp@5500rpm,90Nm@3500rpm,3.0,4.0,MPFI,No,3655 mm,1620 mm,1675 mm,2435 mm,805kg,5 Speed,FWD,5,Power,Disc,Drum,Tubeless Tyres,,5,341 Litres,DOHC,No,4.7 metres,152 kmph,18.6 Seconds,1340kg,,,69 x 72 mm,,,delhi
972,0,Petrol,Hatchback,"12,754",Manual,1,1st Owner,Tata,Tata Altroz,2021,8028,XZ Plus Turbo BSVI,₹ 8.62 Lakh,₹ 8.97 Lakh,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Car overview,,1199 cc,Petrol,Zero Dep,"12,754 Kms",First Owner,DL9C,Sept 2022,5 Seats,Manual,2021,Specifications,,1199 CC,108.48bhp,18.05 kmpl,5,140Nm,16,Red,1.2 l i-Turbo,1199,108.48bhp@5500rpm,140Nm@1500-5500rpm,3.0,4.0,,Yes,3990mm,1755,1523,2501,1040,5-Speed,,5,Electric,Disc,Drum,"Tubeless,Radial",16,5,345,,,5.0,,,,,,,,,delhi
